 -4.75411E-02, -4.86359E-02, -4.97523E-02, -5.08878E-02, -5.20395E-02, -5.32036E-02, -5.43761E-02, -5.55521E-02, -5.67265E-02, -5.78934E-02, -5.90468E-02, -6.01799E-02, -6.12860E-02, -6.23578E-02, -6.33876E-02, -6.43674E-02, -6.52882E-02, -6.61403E-02, -6.69130E-02, -6.75943E-02, -6.81718E-02, -6.86326E-02, -6.89644E-02, -6.91562E-02, -6.91995E-02, -6.90891E-02, -6.88233E-02, -6.84048E-02, -6.78398E-02, -6.71383E-02, -6.63126E-02, -6.53772E-02, -6.43475E-02, -6.32395E-02, -6.20686E-02, -6.08496E-02, -5.95961E-02, -5.83206E-02, -5.70338E-02, -5.57451E-02,
 -4.85764E-02, -4.97444E-02, -5.09386E-02, -5.21565E-02, -5.33950E-02, -5.46502E-02, -5.59177E-02, -5.71924E-02, -5.84685E-02, -5.97397E-02, -6.09994E-02, -6.22404E-02, -6.34554E-02, -6.46368E-02, -6.57767E-02, -6.68667E-02, -6.78975E-02, -6.88587E-02, -6.97380E-02, -7.05217E-02, -7.11942E-02, -7.17390E-02, -7.21398E-02, -7.23816E-02, -7.24525E-02, -7.23449E-02, -7.20561E-02, -7.15892E-02, -7.09521E-02, -7.01574E-02, -6.92210E-02, -6.81612E-02, -6.69974E-02, -6.57489E-02, -6.44347E-02, -6.30724E-02, -6.16778E-02, -6.02650E-02, -5.88463E-02, -5.74320E-02,
 -4.96292E-02, -5.08751E-02, -5.21525E-02, -5.34589E-02, -5.47910E-02, -5.61448E-02, -5.75155E-02, -5.88975E-02, -6.02845E-02, -6.16696E-02, -6.30453E-02, -6.44039E-02, -6.57378E-02, -6.70390E-02, -6.82998E-02, -6.95119E-02, -7.06662E-02, -7.17520E-02, -7.27561E-02, -7.36622E-02, -7.44514E-02, -7.51022E-02, -7.55924E-02, -7.59013E-02, -7.60118E-02, -7.59129E-02, -7.56004E-02, -7.50777E-02, -7.43552E-02, -7.34495E-02, -7.23812E-02, -7.11737E-02, -6.98514E-02, -6.84385E-02, -6.69578E-02, -6.54303E-02, -6.38746E-02, -6.23067E-02, -6.07401E-02, -5.91860E-02,
 -5.06970E-02, -5.20257E-02, -5.33920E-02, -5.47932E-02, -5.62262E-02, -5.76867E-02, -5.91694E-02, -6.06682E-02, -6.21760E-02, -6.36850E-02, -6.51869E-02, -6.66732E-02, -6.81357E-02, -6.95666E-02, -7.09583E-02, -7.23037E-02, -7.35947E-02, -7.48217E-02, -7.59710E-02, -7.70244E-02, -7.79584E-02, -7.87448E-02, -7.93529E-02, -7.97534E-02, -7.99214E-02, -7.98405E-02, -7.95042E-02, -7.89167E-02, -7.80921E-02, -7.70526E-02, -7.58254E-02, -7.44409E-02, -7.29303E-02, -7.13237E-02, -6.96489E-02, -6.79308E-02, -6.61909E-02, -6.44473E-02, -6.27149E-02, -6.10056E-02,
 -5.17768E-02, -5.31934E-02, -5.46544E-02, -5.61573E-02, -5.76990E-02, -5.92748E-02, -6.08790E-02, -6.25049E-02, -6.41442E-02, -6.57879E-02, -6.74266E-02, -6.90505E-02, -7.06506E-02, -7.22191E-02, -7.37495E-02, -7.52368E-02, -7.66761E-02, -7.80603E-02, -7.93776E-02, -8.06087E-02, -8.17245E-02, -8.26874E-02, -8.34543E-02, -8.39821E-02, -8.42342E-02, -8.41856E-02, -8.38266E-02, -8.31630E-02, -8.22146E-02, -8.10114E-02, -7.95907E-02, -7.79924E-02, -7.62565E-02, -7.44206E-02, -7.25186E-02, -7.05800E-02, -6.86294E-02, -6.66871E-02, -6.47692E-02, -6.28880E-02,
 -5.28650E-02, -5.43746E-02, -5.59364E-02, -5.75482E-02, -5.92068E-02, -6.09073E-02, -6.26436E-02, -6.44077E-02, -6.61902E-02, -6.79804E-02, -6.97667E-02, -7.15376E-02, -7.32826E-02, -7.49937E-02, -7.66660E-02, -7.82983E-02, -7.98916E-02, -8.14458E-02, -8.29546E-02, -8.43998E-02, -8.57466E-02, -8.69441E-02, -8.79296E-02, -8.86384E-02, -8.90147E-02, -8.90208E-02, -8.86420E-02, -8.78874E-02, -8.67856E-02, -8.53796E-02, -8.37203E-02, -8.18611E-02, -7.98536E-02, -7.77451E-02, -7.55766E-02, -7.33826E-02, -7.11911E-02, -6.90244E-02, -6.68993E-02, -6.48281E-02,
 -5.39573E-02, -5.55649E-02, -5.72337E-02, -5.89619E-02, -6.07462E-02, -6.25817E-02, -6.44614E-02, -6.63763E-02, -6.83151E-02, -7.02646E-02, -7.22101E-02, -7.41368E-02, -7.60315E-02, -7.78849E-02, -7.96938E-02, -8.14631E-02, -8.32043E-02, -8.49313E-02, -8.66514E-02, -8.83534E-02, -8.99980E-02, -9.15146E-02, -9.28093E-02, -9.37814E-02, -9.43439E-02, -9.44387E-02, -9.40451E-02, -9.31784E-02, -9.18826E-02, -9.02204E-02, -8.82630E-02, -8.60825E-02, -8.37458E-02, -8.13118E-02, -7.88300E-02, -7.63403E-02, -7.38740E-02, -7.14545E-02, -6.90989E-02, -6.68189E-02,
 -5.50484E-02, -5.67591E-02, -5.85413E-02, -6.03935E-02, -6.23129E-02, -6.42944E-02, -6.63303E-02, -6.84101E-02, -7.05201E-02, -7.26435E-02, -7.47609E-02, -7.68519E-02, -7.88977E-02, -8.08851E-02, -8.28116E-02, -8.46896E-02, -8.65483E-02, -8.84282E-02, -9.03658E-02, -9.23714E-02, -9.44053E-02, -9.63684E-02, -9.81142E-02, -9.94801E-02, -1.00326E-01, -1.00561E-01, -1.00160E-01, -9.91495E-02, -9.76013E-02, -9.56091E-02, -9.32742E-02, -9.06942E-02, -8.79559E-02, -8.51325E-02, -8.22824E-02, -7.94511E-02, -7.66720E-02, -7.39690E-02, -7.13583E-02, -6.88500E-02,
 -5.61323E-02, -5.79508E-02, -5.98525E-02, -6.18367E-02, -6.39010E-02, -6.60403E-02, -6.82465E-02, -7.05075E-02, -7.28063E-02, -7.51212E-02, -7.74258E-02, -7.96902E-02, -8.18851E-02, -8.39876E-02, -8.59909E-02, -8.79149E-02, -8.98147E-02, -9.17782E-02, -9.39035E-02, -9.62539E-02, -9.88052E-02, -1.01415E-01, -1.03844E-01, -1.05816E-01, -1.07100E-01, -1.07555E-01, -1.07151E-01, -1.05946E-01, -1.04059E-01, -1.01633E-01, -9.88137E-02, -9.57332E-02, -9.25035E-02, -8.92137E-02, -8.59316E-02, -8.27068E-02, -7.95736E-02, -7.65547E-02, -7.36639E-02, -7.09080E-02,
 -5.72019E-02, -5.91326E-02, -6.11596E-02, -6.32835E-02, -6.55027E-02, -6.78128E-02, -7.02051E-02, -7.26659E-02, -7.51747E-02, -7.77034E-02, -8.02151E-02, -8.26654E-02, -8.50060E-02, -8.71929E-02, -8.92020E-02, -9.10523E-02, -9.28311E-02, -9.47066E-02, -9.69011E-02, -9.96059E-02, -1.02856E-01, -1.06446E-01, -1.09955E-01, -1.12894E-01, -1.14864E-01, -1.15653E-01, -1.15244E-01, -1.13759E-01, -1.11401E-01, -1.08392E-01, -1.04943E-01, -1.01232E-01, -9.74004E-02, -9.35533E-02, -8.97665E-02, -8.60915E-02, -8.25606E-02, -7.91929E-02, -7.59971E-02, -7.29754E-02,
