NA,NA,  1.73877E-02,  1.82736E-02,  1.91772E-02,  2.00835E-02,  2.09719E-02,  2.18151E-02,  2.25788E-02,  2.32213E-02,  2.36948E-02,  2.39474E-02,  2.39270E-02,  2.35864E-02,  2.28896E-02,  2.18177E-02,  2.03734E-02,  1.85832E-02,  1.64960E-02,  1.41790E-02,  1.17104E-02,  9.17248E-03,  6.64403E-03,  4.19488E-03,  1.88224E-03, -2.51008E-04, -2.17627E-03, -3.87800E-03, -5.35176E-03, -6.60194E-03, -7.63950E-03, -8.47990E-03, -9.14128E-03, -9.64308E-03, -1.00049E-02, -1.02457E-02,NA,NA,NA,NA,
NA,  1.77560E-02,  1.87719E-02,  1.98372E-02,  2.09430E-02,  2.20747E-02,  2.32107E-02,  2.43206E-02,  2.53634E-02,  2.62874E-02,  2.70301E-02,  2.75207E-02,  2.76848E-02,  2.74524E-02,  2.67668E-02,  2.55946E-02,  2.39338E-02,  2.18175E-02,  1.93123E-02,  1.65111E-02,  1.35225E-02,  1.04588E-02,  7.42550E-03,  4.51307E-03,  1.79273E-03, -6.85094E-04, -2.88977E-03, -4.80794E-03, -6.44026E-03, -7.79792E-03, -8.89946E-03, -9.76799E-03, -1.04289E-02, -1.09082E-02, -1.12310E-02, -1.14213E-02, -1.15007E-02,NA,NA,NA,
  1.79289E-02,  1.90452E-02,  2.02404E-02,  2.15130E-02,  2.28570E-02,  2.42601E-02,  2.57014E-02,  2.71485E-02,  2.85545E-02,  2.98563E-02,  3.09729E-02,  3.18081E-02,  3.22557E-02,  3.22102E-02,  3.15819E-02,  3.03128E-02,  2.83913E-02,  2.58591E-02,  2.28092E-02,  1.93740E-02,  1.57073E-02,  1.19655E-02,  8.29082E-03,  4.80108E-03,  1.58407E-03, -1.30264E-03, -3.82873E-03, -5.98646E-03, -7.78538E-03, -9.24719E-03, -1.04014E-02, -1.12814E-02, -1.19222E-02, -1.23580E-02, -1.26209E-02, -1.27404E-02, -1.27426E-02, -1.26506E-02,NA,NA,
  1.91011E-02,  2.03882E-02,  2.17845E-02,  2.32938E-02,  2.49155E-02,  2.66422E-02,  2.84569E-02,  3.03279E-02,  3.22046E-02,  3.40124E-02,  3.56489E-02,  3.69836E-02,  3.78645E-02,  3.81318E-02,  3.76413E-02,  3.62924E-02,  3.40543E-02,  3.09804E-02,  2.72048E-02,  2.29219E-02,  1.83554E-02,  1.37264E-02,  9.22930E-03,  5.01640E-03,  1.19395E-03, -2.17569E-03, -5.06731E-03, -7.48455E-03, -9.45168E-03, -1.10062E-02, -1.21929E-02, -1.30593E-02, -1.36526E-02, -1.40170E-02, -1.41931E-02, -1.42166E-02, -1.41188E-02, -1.39262E-02, -1.36611E-02,NA,
  2.02995E-02,  2.17720E-02,  2.33904E-02,  2.51659E-02,  2.71065E-02,  2.92142E-02,  3.14804E-02,  3.38798E-02,  3.63629E-02,  3.88468E-02,  4.12058E-02,  4.32664E-02,NA,NA,NA,NA,NA,NA,NA,NA,  2.15777E-02,  1.57721E-02,  1.02108E-02,  5.08905E-03,  5.30420E-04, -3.40437E-03, -6.70411E-03, -9.39317E-03, -1.15191E-02, -1.31426E-02, -1.43295E-02, -1.51459E-02, -1.56541E-02, -1.59108E-02, -1.59660E-02, -1.58628E-02, -1.56377E-02, -1.53207E-02, -1.49367E-02, -1.45056E-02,
  2.15089E-02,  2.31788E-02,  2.50376E-02,  2.71069E-02,  2.94075E-02,  3.19560E-02,  3.47598E-02,  3.78094E-02,  4.10664E-02,  4.44483E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  1.11700E-02,  4.90590E-03, -5.41504E-04, -5.12714E-03, -8.86934E-03, -1.18278E-02, -1.40856E-02, -1.57363E-02, -1.68744E-02, -1.75894E-02, -1.79625E-02, -1.80649E-02, -1.79573E-02, -1.76904E-02, -1.73058E-02, -1.68371E-02, -1.63111E-02, -1.57487E-02,
  2.27108E-02,  2.45863E-02,  2.66991E-02,  2.90849E-02,  3.17820E-02,  3.48291E-02,  3.82600E-02,  4.20949E-02,  4.63247E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  4.28686E-03, -2.21822E-03, -7.53365E-03, -1.17330E-02, -1.49329E-02, -1.72689E-02, -1.88800E-02, -1.98978E-02, -2.04414E-02, -2.06142E-02, -2.05037E-02, -2.01821E-02, -1.97076E-02, -1.91267E-02, -1.84756E-02, -1.77823E-02, -1.70680E-02,
  2.38841E-02,  2.59673E-02,  2.83409E-02,  3.10573E-02,  3.41780E-02,  3.77721E-02,  4.19134E-02,  4.66720E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.08801E-02, -1.55137E-02, -1.88862E-02, -2.12078E-02, -2.26778E-02, -2.34751E-02, -2.37539E-02, -2.36432E-02, -2.32478E-02, -2.26512E-02, -2.19185E-02, -2.10996E-02, -2.02324E-02, -1.93446E-02, -1.84567E-02,
  2.50055E-02,  2.72915E-02,  2.99226E-02,  3.29712E-02,  3.65264E-02,  4.06969E-02,  4.56115E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -2.39004E-02, -2.60604E-02, -2.72426E-02, -2.76829E-02, -2.75761E-02, -2.70782E-02, -2.63112E-02, -2.53686E-02, -2.43204E-02, -2.32180E-02, -2.20986E-02, -2.09883E-02, -1.99048E-02,
  2.60512E-02,  2.85265E-02,  3.14002E-02,  3.47658E-02,  3.87437E-02,  4.34888E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -3.26902E-02, -3.25935E-02, -3.19483E-02, -3.09374E-02, -2.96975E-02, -2.83287E-02, -2.69023E-02, -2.54681E-02, -2.40595E-02, -2.26983E-02, -2.13980E-02,
