 -1.37517E-03, -1.41237E-03, -1.44992E-03, -1.48770E-03, -1.52550E-03, -1.56312E-03, -1.60030E-03, -1.63675E-03, -1.67214E-03, -1.70607E-03, -1.73813E-03, -1.76784E-03, -1.79466E-03, -1.81805E-03, -1.83739E-03, -1.85207E-03, -1.86143E-03, -1.86484E-03, -1.86167E-03, -1.85135E-03, -1.83336E-03, -1.80729E-03, -1.77283E-03, -1.72980E-03, -1.67819E-03, -1.61816E-03, -1.55003E-03, -1.47431E-03, -1.39165E-03, -1.30286E-03, -1.20885E-03, -1.11063E-03, -1.00928E-03, -9.05869E-04, -8.01485E-04, -6.97167E-04, -5.93892E-04, -4.92551E-04, -3.93940E-04, -2.98744E-04, -2.07538E-04, -1.20782E-04, -3.88276E-05,  3.80757E-05,  1.09773E-04,  1.76196E-04,  2.37348E-04,  2.93296E-04,  3.44163E-04,  3.90111E-04,  4.31340E-04,
 -1.43920E-03, -1.48051E-03, -1.52244E-03, -1.56483E-03, -1.60752E-03, -1.65028E-03, -1.69285E-03, -1.73491E-03, -1.77612E-03, -1.81606E-03, -1.85425E-03, -1.89016E-03, -1.92319E-03, -1.95271E-03, -1.97800E-03, -1.99832E-03, -2.01291E-03, -2.02098E-03, -2.02176E-03, -2.01453E-03, -1.99863E-03, -1.97350E-03, -1.93873E-03, -1.89405E-03, -1.83941E-03, -1.77495E-03, -1.70103E-03, -1.61821E-03, -1.52727E-03, -1.42917E-03, -1.32501E-03, -1.21599E-03, -1.10339E-03, -9.88503E-04, -8.72616E-04, -7.56954E-04, -6.42661E-04, -5.30770E-04, -4.22191E-04, -3.17698E-04, -2.17927E-04, -1.23376E-04, -3.44135E-05,  4.87143E-05,  1.25870E-04,  1.97014E-04,  2.62190E-04,  3.21510E-04,  3.75146E-04,  4.23314E-04,  4.66264E-04,
 -1.50587E-03, -1.55167E-03, -1.59838E-03, -1.64587E-03, -1.69396E-03, -1.74244E-03, -1.79104E-03, -1.83944E-03, -1.88727E-03, -1.93407E-03, -1.97934E-03, -2.02248E-03, -2.06281E-03, -2.09961E-03, -2.13204E-03, -2.15924E-03, -2.18027E-03, -2.19419E-03, -2.20005E-03, -2.19692E-03, -2.18398E-03, -2.16048E-03, -2.12587E-03, -2.07976E-03, -2.02202E-03, -1.95276E-03, -1.87238E-03, -1.78153E-03, -1.68114E-03, -1.57233E-03, -1.45645E-03, -1.33494E-03, -1.20934E-03, -1.08121E-03, -9.52075E-04, -8.23397E-04, -6.96514E-04, -5.72626E-04, -4.52775E-04, -3.37831E-04, -2.28494E-04, -1.25298E-04, -2.86211E-05,  6.13028E-05,  1.44366E-04,  2.20570E-04,  2.90011E-04,  3.52861E-04,  4.09352E-04,  4.59765E-04,  5.04414E-04,
 -1.57518E-03, -1.62585E-03, -1.67778E-03, -1.73085E-03, -1.78491E-03, -1.83974E-03, -1.89509E-03, -1.95063E-03, -2.00596E-03, -2.06062E-03, -2.11405E-03, -2.16559E-03, -2.21450E-03, -2.25993E-03, -2.30094E-03, -2.33648E-03, -2.36545E-03, -2.38670E-03, -2.39905E-03, -2.40134E-03, -2.39249E-03, -2.37155E-03, -2.33774E-03, -2.29054E-03, -2.22968E-03, -2.15525E-03, -2.06767E-03, -1.96770E-03, -1.85643E-03, -1.73524E-03, -1.60574E-03, -1.46971E-03, -1.32900E-03, -1.18550E-03, -1.04105E-03, -8.97372E-04, -7.56054E-04, -6.18487E-04, -4.85859E-04, -3.59148E-04, -2.39117E-04, -1.26331E-04, -2.11650E-05,  7.61713E-05,  1.65615E-04,  2.47227E-04,  3.21173E-04,  3.87697E-04,  4.47112E-04,  4.99773E-04,  5.46071E-04,
 -1.64709E-03, -1.70303E-03, -1.76063E-03, -1.81982E-03, -1.88045E-03, -1.94232E-03, -2.00519E-03, -2.06874E-03, -2.13257E-03, -2.19620E-03, -2.25902E-03, -2.32033E-03, -2.37930E-03, -2.43496E-03, -2.48624E-03, -2.53191E-03, -2.57066E-03, -2.60107E-03, -2.62170E-03, -2.63107E-03, -2.62781E-03, -2.61066E-03, -2.57857E-03, -2.53078E-03, -2.46689E-03, -2.38690E-03, -2.29127E-03, -2.18087E-03, -2.05703E-03, -1.92141E-03, -1.77600E-03, -1.62296E-03, -1.46459E-03, -1.30316E-03, -1.14090E-03, -9.79880E-04, -8.21955E-04, -6.68745E-04, -5.21607E-04, -3.81628E-04, -2.49635E-04, -1.26209E-04, -1.17102E-05,  9.36981E-05,  1.90018E-04,  2.77391E-04,  3.56071E-04,  4.26398E-04,  4.88777E-04,  5.43661E-04,  5.91529E-04,
 -1.72152E-03, -1.78314E-03, -1.84691E-03, -1.91276E-03, -1.98060E-03, -2.05024E-03, -2.12148E-03, -2.19401E-03, -2.26743E-03, -2.34126E-03, -2.41487E-03, -2.48751E-03, -2.55826E-03, -2.62605E-03, -2.68964E-03, -2.74761E-03, -2.79838E-03, -2.84024E-03, -2.87140E-03, -2.89001E-03, -2.89429E-03, -2.88257E-03, -2.85345E-03, -2.80585E-03, -2.73914E-03, -2.65323E-03, -2.54856E-03, -2.42619E-03, -2.28769E-03, -2.13515E-03, -1.97099E-03, -1.79792E-03, -1.61875E-03, -1.43629E-03, -1.25324E-03, -1.07206E-03, -8.94961E-04, -7.23818E-04, -5.60171E-04, -4.05219E-04, -2.59840E-04, -1.24617E-04,  1.32040E-07,  1.14313E-04,  2.18021E-04,  3.11505E-04,  3.95133E-04,  4.69364E-04,  5.34721E-04,  5.91766E-04,  6.41086E-04,
 -1.79836E-03, -1.86609E-03, -1.93652E-03, -2.00962E-03, -2.08533E-03, -2.16353E-03, -2.24404E-03, -2.32659E-03, -2.41081E-03, -2.49623E-03, -2.58221E-03, -2.66795E-03, -2.75248E-03, -2.83462E-03, -2.91294E-03, -2.98582E-03, -3.05138E-03, -3.10755E-03, -3.15210E-03, -3.18272E-03, -3.19709E-03, -3.19303E-03, -3.16861E-03, -3.12233E-03, -3.05323E-03, -2.96104E-03, -2.84622E-03, -2.70999E-03, -2.55429E-03, -2.38171E-03, -2.19531E-03, -1.99845E-03, -1.79465E-03, -1.58737E-03, -1.37989E-03, -1.17520E-03, -9.75897E-04, -7.84146E-04, -6.01686E-04, -4.29823E-04, -2.69468E-04, -1.21176E-04,  1.48076E-05,  1.38496E-04,  2.50113E-04,  3.50048E-04,  4.38816E-04,  5.17020E-04,  5.85325E-04,  6.44429E-04,  6.95043E-04,
 -1.87747E-03, -1.95174E-03, -2.02933E-03, -2.11027E-03, -2.19455E-03, -2.28213E-03, -2.37288E-03, -2.46658E-03, -2.56292E-03, -2.66145E-03, -2.76156E-03, -2.86244E-03, -2.96305E-03, -3.06212E-03, -3.15807E-03, -3.24901E-03, -3.33275E-03, -3.40680E-03, -3.46839E-03, -3.51460E-03, -3.54244E-03, -3.54900E-03, -3.53169E-03, -3.48837E-03, -3.41762E-03, -3.31889E-03, -3.19260E-03, -3.04022E-03, -2.86415E-03, -2.66764E-03, -2.45459E-03, -2.22926E-03, -1.99605E-03, -1.75929E-03, -1.52300E-03, -1.29077E-03, -1.06566E-03, -8.50180E-04, -6.46260E-04, -4.55295E-04, -2.78198E-04, -1.15451E-04,  3.28194E-05,  1.66779E-04,  2.86826E-04,  3.93531E-04,  4.87595E-04,  5.69799E-04,  6.40979E-04,  7.01991E-04,  7.53691E-04,
 -1.95866E-03, -2.03990E-03, -2.12515E-03, -2.21453E-03, -2.30812E-03, -2.40592E-03, -2.50792E-03, -2.61397E-03, -2.72385E-03, -2.83717E-03, -2.95336E-03, -3.07165E-03, -3.19100E-03, -3.31003E-03, -3.42701E-03, -3.53983E-03, -3.64592E-03, -3.74229E-03, -3.82555E-03, -3.89201E-03, -3.93778E-03, -3.95901E-03, -3.95213E-03, -3.91415E-03, -3.84294E-03, -3.73755E-03, -3.59829E-03, -3.42691E-03, -3.22646E-03, -3.00109E-03, -2.75580E-03, -2.49607E-03, -2.22751E-03, -1.95550E-03, -1.68502E-03, -1.42039E-03, -1.16523E-03, -9.22377E-04, -6.93963E-04, -4.81433E-04, -2.85642E-04, -1.06943E-04,  5.47206E-05,  1.99731E-04,  3.28715E-04,  4.42479E-04,  5.41951E-04,  6.28133E-04,  7.02060E-04,  7.64775E-04,  8.17305E-04,
 -2.04169E-03, -2.13031E-03, -2.22373E-03, -2.32216E-03, -2.42576E-03, -2.53468E-03, -2.64897E-03, -2.76864E-03, -2.89356E-03, -3.02347E-03, -3.15791E-03, -3.29617E-03, -3.43723E-03, -3.57971E-03, -3.72177E-03, -3.86103E-03, -3.99457E-03, -4.11884E-03, -4.22969E-03, -4.32246E-03, -4.39211E-03, -4.43349E-03, -4.44171E-03, -4.41251E-03, -4.34275E-03, -4.23080E-03, -4.07681E-03, -3.88287E-03, -3.65288E-03, -3.39227E-03, -3.10757E-03, -2.80590E-03, -2.49444E-03, -2.18002E-03, -1.86877E-03, -1.56590E-03, -1.27563E-03, -1.00119E-03, -7.44822E-04, -5.07974E-04, -2.91357E-04, -9.51083E-05,  8.10998E-05,  2.37942E-04,  3.76347E-04,  4.97415E-04,  6.02356E-04,  6.92432E-04,  7.68920E-04,  8.33078E-04,  8.86124E-04,
