 -3.55471E-04, -3.99933E-04, -4.47758E-04, -4.98980E-04, -5.53589E-04, -6.11519E-04, -6.72639E-04, -7.36746E-04, -8.03552E-04, -8.72682E-04, -9.43662E-04, -1.01592E-03, -1.08878E-03, -1.16146E-03, -1.23312E-03, -1.30280E-03, -1.36950E-03, -1.43219E-03, -1.48982E-03, -1.54138E-03, -1.58588E-03, -1.62248E-03, -1.65042E-03, -1.66912E-03, -1.67819E-03, -1.67743E-03, -1.66686E-03, -1.64670E-03, -1.61738E-03, -1.57951E-03, -1.53386E-03, -1.48130E-03, -1.42282E-03, -1.35944E-03, -1.29221E-03, -1.22217E-03, -1.15029E-03, -1.07753E-03, -1.00471E-03, -9.32611E-04, -8.61882E-04, -7.93082E-04, -7.26670E-04, -6.63008E-04, -6.02368E-04, -5.44944E-04, -4.90855E-04, -4.40158E-04, -3.92855E-04, -3.48905E-04,
 -3.55774E-04, -4.03215E-04, -4.54508E-04, -5.09729E-04, -5.68904E-04, -6.31998E-04, -6.98906E-04, -7.69437E-04, -8.43306E-04, -9.20119E-04, -9.99369E-04, -1.08043E-03, -1.16253E-03, -1.24481E-03, -1.32627E-03, -1.40580E-03, -1.48222E-03, -1.55430E-03, -1.62077E-03, -1.68040E-03, -1.73201E-03, -1.77453E-03, -1.80705E-03, -1.82884E-03, -1.83941E-03, -1.83853E-03, -1.82620E-03, -1.80271E-03, -1.76860E-03, -1.72461E-03, -1.67169E-03, -1.61093E-03, -1.54351E-03, -1.47068E-03, -1.39370E-03, -1.31379E-03, -1.23214E-03, -1.14983E-03, -1.06783E-03, -9.87006E-04, -9.08093E-04, -8.31704E-04, -7.58328E-04, -6.88340E-04, -6.22010E-04, -5.59516E-04, -5.00951E-04, -4.46339E-04, -3.95646E-04, -3.48790E-04,
 -3.53992E-04, -4.04510E-04, -4.59431E-04, -5.18881E-04, -5.82938E-04, -6.51610E-04, -7.24828E-04, -8.02426E-04, -8.84131E-04, -9.69541E-04, -1.05812E-03, -1.14918E-03, -1.24187E-03, -1.33521E-03, -1.42804E-03, -1.51908E-03, -1.60692E-03, -1.69009E-03, -1.76706E-03, -1.83632E-03, -1.89644E-03, -1.94608E-03, -1.98410E-03, -2.00962E-03, -2.02202E-03, -2.02098E-03, -2.00653E-03, -1.97903E-03, -1.93915E-03, -1.88781E-03, -1.82620E-03, -1.75565E-03, -1.67762E-03, -1.59363E-03, -1.50520E-03, -1.41380E-03, -1.32081E-03, -1.22750E-03, -1.13500E-03, -1.04427E-03, -9.56140E-04, -8.71270E-04, -7.90177E-04, -7.13239E-04, -6.40714E-04, -5.72752E-04, -5.09409E-04, -4.50664E-04, -3.96432E-04, -3.46579E-04,
 -3.49747E-04, -4.03412E-04, -4.62097E-04, -5.25994E-04, -5.95243E-04, -6.69913E-04, -7.49987E-04, -8.35342E-04, -9.25727E-04, -1.02075E-03, -1.11984E-03, -1.22227E-03, -1.32711E-03, -1.43322E-03, -1.53928E-03, -1.64380E-03, -1.74510E-03, -1.84143E-03, -1.93092E-03, -2.01174E-03, -2.08209E-03, -2.14033E-03, -2.18503E-03, -2.21508E-03, -2.22968E-03, -2.22845E-03, -2.21143E-03, -2.17907E-03, -2.13219E-03, -2.07198E-03, -1.99991E-03, -1.91764E-03, -1.82696E-03, -1.72975E-03, -1.62783E-03, -1.52298E-03, -1.41681E-03, -1.31082E-03, -1.20628E-03, -1.10431E-03, -1.00580E-03, -9.11466E-04, -8.21836E-04, -7.37283E-04, -6.58038E-04, -5.84205E-04, -5.15789E-04, -4.52707E-04, -3.94810E-04, -3.41899E-04,
 -3.42613E-04, -3.99460E-04, -4.62014E-04, -5.30548E-04, -6.05284E-04, -6.86371E-04, -7.73865E-04, -8.67704E-04, -9.67682E-04, -1.07343E-03, -1.18437E-03, -1.29973E-03, -1.41849E-03, -1.53937E-03, -1.66087E-03, -1.78122E-03, -1.89847E-03, -2.01047E-03, -2.11498E-03, -2.20971E-03, -2.29246E-03, -2.36115E-03, -2.41401E-03, -2.44958E-03, -2.46689E-03, -2.46544E-03, -2.44527E-03, -2.40695E-03, -2.35155E-03, -2.28056E-03, -2.19582E-03, -2.09943E-03, -1.99362E-03, -1.88067E-03, -1.76280E-03, -1.64215E-03, -1.52064E-03, -1.39999E-03, -1.28168E-03, -1.16694E-03, -1.05676E-03, -9.51868E-04, -8.52817E-04, -7.59948E-04, -6.73441E-04, -5.93340E-04, -5.19573E-04, -4.51978E-04, -3.90324E-04, -3.34331E-04,
 -3.32118E-04, -3.92133E-04, -4.58614E-04, -5.31936E-04, -6.12426E-04, -7.00335E-04, -7.95817E-04, -8.98900E-04, -1.00945E-03, -1.12714E-03, -1.25142E-03, -1.38148E-03, -1.51621E-03, -1.65421E-03, -1.79374E-03, -1.93276E-03, -2.06893E-03, -2.19969E-03, -2.32228E-03, -2.43389E-03, -2.53174E-03, -2.61324E-03, -2.67611E-03, -2.71850E-03, -2.73914E-03, -2.73741E-03, -2.71335E-03, -2.66770E-03, -2.60183E-03, -2.51765E-03, -2.41750E-03, -2.30401E-03, -2.17997E-03, -2.04821E-03, -1.91143E-03, -1.77219E-03, -1.63277E-03, -1.49517E-03, -1.36108E-03, -1.23185E-03, -1.10854E-03, -9.91916E-04, -8.82502E-04, -7.80588E-04, -6.86279E-04, -5.99528E-04, -5.20163E-04, -4.47919E-04, -3.82461E-04, -3.23408E-04,
 -3.17737E-04, -3.80846E-04, -4.51254E-04, -5.29463E-04, -6.15926E-04, -7.11029E-04, -8.15058E-04, -9.28161E-04, -1.05032E-03, -1.18128E-03, -1.32054E-03, -1.46729E-03, -1.62036E-03, -1.77819E-03, -1.93883E-03, -2.09990E-03, -2.25864E-03, -2.41194E-03, -2.55644E-03, -2.68863E-03, -2.80502E-03, -2.90231E-03, -2.97758E-03, -3.02843E-03, -3.05323E-03, -3.05115E-03, -3.02225E-03, -2.96750E-03, -2.88867E-03, -2.78823E-03, -2.66917E-03, -2.53485E-03, -2.38877E-03, -2.23442E-03, -2.07513E-03, -1.91395E-03, -1.75360E-03, -1.59639E-03, -1.44420E-03, -1.29854E-03, -1.16051E-03, -1.03088E-03, -9.10116E-04, -7.98416E-04, -6.95778E-04, -6.02030E-04, -5.16868E-04, -4.39894E-04, -3.70645E-04, -3.08617E-04,
 -2.98902E-04, -3.64952E-04, -4.39212E-04, -5.22328E-04, -6.14918E-04, -7.17533E-04, -8.30631E-04, -9.54529E-04, -1.08936E-03, -1.23500E-03, -1.39106E-03, -1.55673E-03, -1.73083E-03, -1.91168E-03, -2.09706E-03, -2.28426E-03, -2.46999E-03, -2.65051E-03, -2.82168E-03, -2.97914E-03, -3.11845E-03, -3.23538E-03, -3.32613E-03, -3.38760E-03, -3.41762E-03, -3.41510E-03, -3.38012E-03, -3.31397E-03, -3.21895E-03, -3.09831E-03, -2.95592E-03, -2.79605E-03, -2.62316E-03, -2.44157E-03, -2.25538E-03, -2.06827E-03, -1.88341E-03, -1.70348E-03, -1.53058E-03, -1.36632E-03, -1.21184E-03, -1.06784E-03, -9.34700E-04, -8.12482E-04, -7.01026E-04, -5.99990E-04, -5.08900E-04, -4.27192E-04, -3.54242E-04, -2.89399E-04,
 -2.74994E-04, -3.43742E-04, -4.21677E-04, -5.09627E-04, -6.08401E-04, -7.18764E-04, -8.41392E-04, -9.76826E-04, -1.12541E-03, -1.28723E-03, -1.46202E-03, -1.64911E-03, -1.84730E-03, -2.05484E-03, -2.26928E-03, -2.48748E-03, -2.70562E-03, -2.91916E-03, -3.12301E-03, -3.31169E-03, -3.47955E-03, -3.62111E-03, -3.73139E-03, -3.80630E-03, -3.84294E-03, -3.83986E-03, -3.79718E-03, -3.71659E-03, -3.60119E-03, -3.45523E-03, -3.28379E-03, -3.09240E-03, -2.88670E-03, -2.67214E-03, -2.45371E-03, -2.23585E-03, -2.02229E-03, -1.81606E-03, -1.61948E-03, -1.43422E-03, -1.26140E-03, -1.10162E-03, -9.55076E-04, -8.21647E-04, -7.00951E-04, -5.92423E-04, -4.95370E-04, -4.09020E-04, -3.32556E-04, -2.65152E-04,
 -2.45360E-04, -3.16448E-04, -3.97763E-04, -4.90344E-04, -5.95236E-04, -7.13463E-04, -8.45979E-04, -9.93614E-04, -1.15701E-03, -1.33652E-03, -1.53213E-03, -1.74336E-03, -1.96911E-03, -2.20758E-03, -2.45613E-03, -2.71123E-03, -2.96839E-03, -3.22216E-03, -3.46628E-03, -3.69383E-03, -3.89756E-03, -4.07030E-03, -4.20548E-03, -4.29761E-03, -4.34275E-03, -4.33895E-03, -4.28638E-03, -4.18731E-03, -4.04594E-03, -3.86796E-03, -3.66008E-03, -3.42951E-03, -3.18347E-03, -2.92878E-03, -2.67161E-03, -2.41725E-03, -2.17005E-03, -1.93339E-03, -1.70978E-03, -1.50091E-03, -1.30776E-03, -1.13075E-03, -9.69819E-04, -8.24564E-04, -6.94311E-04, -5.78207E-04, -4.75282E-04, -3.84508E-04, -3.04838E-04, -2.35237E-04,
