 -1.26985E-03, -1.35441E-03, -1.44360E-03, -1.53738E-03, -1.63564E-03, -1.73817E-03, -1.84470E-03, -1.95483E-03, -2.06805E-03, -2.18372E-03, -2.30108E-03, -2.41924E-03, -2.53715E-03, -2.65367E-03, -2.76753E-03, -2.87737E-03, -2.98175E-03, -3.07921E-03, -3.16828E-03, -3.24756E-03, -3.31571E-03, -3.37154E-03, -3.41406E-03, -3.44246E-03, -3.45621E-03, -3.45506E-03, -3.43902E-03, -3.40840E-03, -3.36377E-03, -3.30597E-03, -3.23602E-03, -3.15514E-03, -3.06468E-03, -2.96606E-03, -2.86074E-03, -2.75019E-03, -2.63583E-03, -2.51902E-03, -2.40099E-03, -2.28289E-03, -2.16574E-03, -2.05040E-03, -1.93762E-03, -1.82802E-03, -1.72208E-03, -1.62019E-03, -1.52261E-03, -1.42954E-03, -1.34106E-03, -1.25721E-03,
 -1.27758E-03, -1.36701E-03, -1.46176E-03, -1.56182E-03, -1.66713E-03, -1.77753E-03, -1.89275E-03, -2.01240E-03, -2.13596E-03, -2.26277E-03, -2.39201E-03, -2.52268E-03, -2.65365E-03, -2.78360E-03, -2.91107E-03, -3.03451E-03, -3.15222E-03, -3.26248E-03, -3.36356E-03, -3.45374E-03, -3.53145E-03, -3.59524E-03, -3.64387E-03, -3.67640E-03, -3.69217E-03, -3.69084E-03, -3.67246E-03, -3.63740E-03, -3.58635E-03, -3.52033E-03, -3.44060E-03, -3.34863E-03, -3.24602E-03, -3.13450E-03, -3.01579E-03, -2.89163E-03, -2.76367E-03, -2.63347E-03, -2.50247E-03, -2.37194E-03, -2.24302E-03, -2.11666E-03, -1.99366E-03, -1.87467E-03, -1.76017E-03, -1.65055E-03, -1.54604E-03, -1.44679E-03, -1.35287E-03, -1.26425E-03,
 -1.28104E-03, -1.37542E-03, -1.47588E-03, -1.58248E-03, -1.69521E-03, -1.81395E-03, -1.93847E-03, -2.06842E-03, -2.20327E-03, -2.34234E-03, -2.48474E-03, -2.62941E-03, -2.77507E-03, -2.92024E-03, -3.06326E-03, -3.20230E-03, -3.33541E-03, -3.46053E-03, -3.57560E-03, -3.67858E-03, -3.76752E-03, -3.84067E-03, -3.89655E-03, -3.93396E-03, -3.95211E-03, -3.95058E-03, -3.92943E-03, -3.88911E-03, -3.83048E-03, -3.75478E-03, -3.66355E-03, -3.55859E-03, -3.44183E-03, -3.31534E-03, -3.18118E-03, -3.04140E-03, -2.89793E-03, -2.75259E-03, -2.60699E-03, -2.46259E-03, -2.32064E-03, -2.18217E-03, -2.04803E-03, -1.91889E-03, -1.79524E-03, -1.67742E-03, -1.56563E-03, -1.45998E-03, -1.36047E-03, -1.26700E-03,
 -1.27945E-03, -1.37881E-03, -1.48509E-03, -1.59842E-03, -1.71888E-03, -1.84643E-03, -1.98088E-03, -2.12192E-03, -2.26906E-03, -2.42158E-03, -2.57857E-03, -2.73886E-03, -2.90106E-03, -3.06350E-03, -3.22428E-03, -3.38129E-03, -3.53222E-03, -3.67465E-03, -3.80610E-03, -3.92411E-03, -4.02631E-03, -4.11057E-03, -4.17504E-03, -4.21827E-03, -4.23925E-03, -4.23749E-03, -4.21303E-03, -4.16645E-03, -4.09882E-03, -4.01166E-03, -3.90687E-03, -3.78664E-03, -3.65333E-03, -3.50942E-03, -3.35740E-03, -3.19966E-03, -3.03849E-03, -2.87597E-03, -2.71397E-03, -2.55409E-03, -2.39773E-03, -2.24598E-03, -2.09975E-03, -1.95969E-03, -1.82629E-03, -1.69983E-03, -1.58047E-03, -1.46823E-03, -1.36303E-03, -1.26472E-03,
 -1.27195E-03, -1.37623E-03, -1.48835E-03, -1.60855E-03, -1.73701E-03, -1.87378E-03, -2.01875E-03, -2.17169E-03, -2.33213E-03, -2.49938E-03, -2.67249E-03, -2.85023E-03, -3.03104E-03, -3.21309E-03, -3.39419E-03, -3.57190E-03, -3.74353E-03, -3.90618E-03, -4.05688E-03, -4.19263E-03, -4.31057E-03, -4.40805E-03, -4.48278E-03, -4.53296E-03, -4.55733E-03, -4.55529E-03, -4.52687E-03, -4.47281E-03, -4.39444E-03, -4.29364E-03, -4.17278E-03, -4.03452E-03, -3.88178E-03, -3.71755E-03, -3.54481E-03, -3.36640E-03, -3.18500E-03, -3.00301E-03, -2.82256E-03, -2.64544E-03, -2.47316E-03, -2.30691E-03, -2.14759E-03, -1.99586E-03, -1.85213E-03, -1.71665E-03, -1.58947E-03, -1.47052E-03, -1.35963E-03, -1.25654E-03,
 -1.25758E-03, -1.36661E-03, -1.48449E-03, -1.61161E-03, -1.74825E-03, -1.89458E-03, -2.05062E-03, -2.21623E-03, -2.39101E-03, -2.57432E-03, -2.76521E-03, -2.96237E-03, -3.16413E-03, -3.36843E-03, -3.57281E-03, -3.77443E-03, -3.97013E-03, -4.15648E-03, -4.32988E-03, -4.48669E-03, -4.62338E-03, -4.73667E-03, -4.82372E-03, -4.88227E-03, -4.91073E-03, -4.90834E-03, -4.87517E-03, -4.81210E-03, -4.72083E-03, -4.60373E-03, -4.46372E-03, -4.30411E-03, -4.12848E-03, -3.94045E-03, -3.74362E-03, -3.54137E-03, -3.33683E-03, -3.13277E-03, -2.93160E-03, -2.73531E-03, -2.54552E-03, -2.36347E-03, -2.19006E-03, -2.02591E-03, -1.87136E-03, -1.72654E-03, -1.59138E-03, -1.46571E-03, -1.34921E-03, -1.24152E-03,
 -1.23525E-03, -1.34875E-03, -1.47221E-03, -1.60615E-03, -1.75102E-03, -1.90715E-03, -2.07472E-03, -2.25371E-03, -2.44386E-03, -2.64460E-03, -2.85501E-03, -3.07375E-03, -3.29903E-03, -3.52859E-03, -3.75964E-03, -3.98891E-03, -4.21270E-03, -4.42690E-03, -4.62717E-03, -4.80907E-03, -4.96821E-03, -5.10054E-03, -5.20247E-03, -5.27115E-03, -5.30457E-03, -5.30177E-03, -5.26281E-03, -5.18885E-03, -5.08202E-03, -4.94531E-03, -4.78237E-03, -4.59736E-03, -4.39464E-03, -4.17869E-03, -3.95380E-03, -3.72401E-03, -3.49299E-03, -3.26393E-03, -3.03952E-03, -2.82196E-03, -2.61297E-03, -2.41381E-03, -2.22535E-03, -2.04811E-03, -1.88231E-03, -1.72794E-03, -1.58478E-03, -1.45249E-03, -1.33060E-03, -1.21858E-03,
 -1.20377E-03, -1.32131E-03, -1.44999E-03, -1.59051E-03, -1.74350E-03, -1.90952E-03, -2.08894E-03, -2.28193E-03, -2.48841E-03, -2.70793E-03, -2.93968E-03, -3.18231E-03, -3.43395E-03, -3.69214E-03, -3.95376E-03, -4.21504E-03, -4.47165E-03, -4.71869E-03, -4.95090E-03, -5.16281E-03, -5.34900E-03, -5.50437E-03, -5.62438E-03, -5.70540E-03, -5.74488E-03, -5.74156E-03, -5.69555E-03, -5.60832E-03, -5.48259E-03, -5.32216E-03, -5.13165E-03, -4.91625E-03, -4.68140E-03, -4.43255E-03, -4.17492E-03, -3.91331E-03, -3.65199E-03, -3.39463E-03, -3.14422E-03, -2.90317E-03, -2.67324E-03, -2.45568E-03, -2.25126E-03, -2.06037E-03, -1.88304E-03, -1.71906E-03, -1.56802E-03, -1.42938E-03, -1.30247E-03, -1.18658E-03,
 -1.16187E-03, -1.28283E-03, -1.41616E-03, -1.56280E-03, -1.72361E-03, -1.89938E-03, -2.09077E-03, -2.29821E-03, -2.52184E-03, -2.76145E-03, -3.01636E-03, -3.28531E-03, -3.56640E-03, -3.85699E-03, -4.15361E-03, -4.45198E-03, -4.74701E-03, -5.03287E-03, -5.30318E-03, -5.55118E-03, -5.77012E-03, -5.95353E-03, -6.09566E-03, -6.19182E-03, -6.23875E-03, -6.23481E-03, -6.18013E-03, -6.07662E-03, -5.92779E-03, -5.73850E-03, -5.51464E-03, -5.26275E-03, -4.98961E-03, -4.70193E-03, -4.40602E-03, -4.10761E-03, -3.81166E-03, -3.52233E-03, -3.24296E-03, -2.97607E-03, -2.72346E-03, -2.48628E-03, -2.26514E-03, -2.06020E-03, -1.87126E-03, -1.69783E-03, -1.53927E-03, -1.39474E-03, -1.26338E-03, -1.14425E-03,
 -1.10815E-03, -1.23168E-03, -1.36887E-03, -1.52090E-03, -1.68893E-03, -1.87407E-03, -2.07729E-03, -2.29935E-03, -2.54076E-03, -2.80160E-03, -3.08143E-03, -3.37920E-03, -3.69303E-03, -4.02016E-03, -4.35681E-03, -4.69815E-03, -5.03822E-03, -5.37010E-03, -5.68600E-03, -5.97761E-03, -6.23640E-03, -6.45418E-03, -6.62355E-03, -6.73845E-03, -6.79460E-03, -6.78988E-03, -6.72447E-03, -6.60084E-03, -6.42356E-03, -6.19894E-03, -5.93454E-03, -5.63863E-03, -5.31972E-03, -4.98609E-03, -4.64540E-03, -4.30443E-03, -3.96895E-03, -3.64365E-03, -3.33214E-03, -3.03705E-03, -2.76009E-03, -2.50224E-03, -2.26383E-03, -2.04471E-03, -1.84435E-03, -1.66192E-03, -1.49643E-03, -1.34676E-03, -1.21176E-03, -1.09022E-03,
