  1.74903E-03,  1.96659E-03,  2.21890E-03,  2.51179E-03,  2.85164E-03,  3.24515E-03,  3.69890E-03,  4.21848E-03,  4.80731E-03,  5.46481E-03,  6.18408E-03,  6.94927E-03,  7.73312E-03,  8.49563E-03,  9.18533E-03,  9.74432E-03,  1.01173E-02,  1.02631E-02,  1.01647E-02,  9.83353E-03,  9.30686E-03,  8.63812E-03,  7.88551E-03,  7.10229E-03,  6.33090E-03,  5.60107E-03,  4.93070E-03,  4.32822E-03,  3.79526E-03,  3.32902E-03,  2.92422E-03,  2.57440E-03,  2.27284E-03,  2.01306E-03,  1.78913E-03,
  1.63047E-03,  1.84831E-03,  2.10486E-03,  2.40776E-03,  2.76583E-03,  3.18899E-03,  3.68789E-03,  4.27309E-03,  4.95360E-03,  5.73460E-03,  6.61393E-03,  7.57760E-03,  8.59469E-03,  9.61322E-03,  1.05595E-02,  1.13440E-02,  1.18764E-02,  1.20865E-02,  1.19445E-02,  1.14707E-02,  1.07287E-02,  9.80675E-03,  8.79594E-03,  7.77377E-03,  6.79660E-03,  5.89920E-03,  5.09849E-03,  4.39854E-03,  3.79532E-03,  3.28034E-03,  2.84320E-03,  2.47320E-03,  2.16024E-03,  1.89525E-03,  1.67038E-03,
  1.47637E-03,  1.68864E-03,  1.94288E-03,  2.24869E-03,  2.61775E-03,  3.06393E-03,  3.60323E-03,  4.25319E-03,  5.03157E-03,  5.95355E-03,  7.02712E-03,  8.24593E-03,  9.57985E-03,  1.09648E-02,  1.22960E-02,  1.34332E-02,  1.42225E-02,  1.45379E-02,  1.43245E-02,  1.36197E-02,  1.25387E-02,  1.12335E-02,  9.84958E-03,  8.49941E-03,  7.25477E-03,  6.15168E-03,  5.20033E-03,  4.39489E-03,  3.72116E-03,  3.16162E-03,  2.69853E-03,  2.31554E-03,  1.99833E-03,  1.73482E-03,  1.51500E-03,
  1.28289E-03,  1.48218E-03,  1.72539E-03,  2.02415E-03,  2.39316E-03,  2.85087E-03,  3.41986E-03,  4.12704E-03,  5.00279E-03,  6.07850E-03,  7.38119E-03,  8.92343E-03,  1.06874E-02,  1.26035E-02,  1.45285E-02,  1.62395E-02,  1.74648E-02,  1.79633E-02,  1.76254E-02,  1.65262E-02,  1.48884E-02,  1.29855E-02,  1.10538E-02,  9.25253E-03,  7.66418E-03,  6.31492E-03,  5.19663E-03,  4.28418E-03,  3.54648E-03,  2.95269E-03,  2.47512E-03,  2.09032E-03,  1.77908E-03,  1.52600E-03,  1.31890E-03,
  1.04692E-03,  1.22420E-03,  1.44540E-03,  1.72388E-03,  2.07728E-03,  2.52880E-03,  3.10858E-03,  3.85504E-03,  4.81566E-03,  6.04609E-03,  7.60564E-03,  9.54577E-03,  1.18867E-02,  1.45774E-02,  1.74414E-02,  2.01298E-02,  2.21429E-02,  2.29841E-02,  2.24126E-02,  2.05941E-02,  1.79954E-02,  1.51327E-02,  1.23892E-02,  9.97266E-03,  7.95413E-03,  6.32359E-03,  5.03338E-03,  4.02455E-03,  3.24019E-03,  2.63109E-03,  2.15709E-03,  1.78651E-03,  1.49491E-03,  1.26367E-03,  1.07868E-03,
  7.66459E-04,  9.11273E-04,  1.09727E-03,  1.33890E-03,  1.65611E-03,  2.07640E-03,  2.63751E-03,  3.39074E-03,  4.40459E-03,  5.76783E-03,  7.58963E-03,  9.99160E-03,  1.30817E-02,  1.68931E-02,  2.12696E-02,  2.57050E-02,  2.92567E-02,  3.08048E-02,  2.97487E-02,  2.65057E-02,  2.21566E-02,  1.77151E-02,  1.37722E-02,  1.05396E-02,  8.01024E-03,  6.08457E-03,  4.64075E-03,  3.56617E-03,  2.76793E-03,  2.17374E-03,  1.72923E-03,  1.39429E-03,  1.13965E-03,  9.44046E-04,  7.92102E-04,
  4.41132E-04,  5.41967E-04,  6.77753E-04,  8.62959E-04,  1.11851E-03,  1.47472E-03,  1.97553E-03,  2.68444E-03,  3.69256E-03,  5.12875E-03,  7.17055E-03,  1.00510E-02,  1.40479E-02,  1.94221E-02,  2.62344E-02,  3.39364E-02,  4.07962E-02,  4.40132E-02,  4.18023E-02,  3.54244E-02,  2.77060E-02,  2.06473E-02,  1.49848E-02,  1.07363E-02,  7.66004E-03,  5.47419E-03,  3.93514E-03,  2.85476E-03,  2.09549E-03,  1.55968E-03,  1.17915E-03,  9.06641E-04,  7.09561E-04,  5.65411E-04,  4.58642E-04,
  7.26224E-05,  1.17533E-04,  1.87076E-04,  2.94205E-04,  4.58725E-04,  7.10995E-04,  1.09766E-03,  1.69047E-03,  2.59978E-03,  3.99473E-03,  6.13232E-03,  9.39629E-03,  1.43393E-02,  2.16974E-02,  3.22588E-02,  4.62024E-02,  6.10402E-02,  6.90693E-02,  6.34659E-02,  4.91975E-02,  3.47424E-02,  2.34908E-02,  1.55636E-02,  1.02109E-02,  6.66777E-03,  4.34466E-03,  2.82797E-03,  1.83921E-03,  1.19464E-03,  7.74266E-04,  5.00003E-04,  3.21113E-04,  2.04579E-04,  1.28873E-04,  7.99243E-05,
 -3.34997E-04, -3.57501E-04, -3.70042E-04, -3.63091E-04, -3.20754E-04, -2.16703E-04, -7.45344E-06,  3.78797E-04,  1.06078E-03,  2.23528E-03,  4.22918E-03,  7.58613E-03,  1.32092E-02,  2.25877E-02,  3.81200E-02,  6.32493E-02,  9.94171E-02,  1.26513E-01,  1.06835E-01,  6.95677E-02,  4.21639E-02,  2.50486E-02,  1.46890E-02,  8.47162E-03,  4.75679E-03,  2.54773E-03,  1.24389E-03,  4.84177E-04,  5.12990E-05, -1.85792E-04, -3.06314E-04, -3.58236E-04, -3.70605E-04, -3.60972E-04, -3.39877E-04,
 -7.75123E-04, -8.75003E-04, -9.83718E-04, -1.09721E-03, -1.20669E-03, -1.29486E-03, -1.32922E-03, -1.25027E-03, -9.50186E-04, -2.34105E-04,  1.25141E-03,  4.15332E-03,  9.67397E-03,  2.01038E-02,  4.00151E-02,  7.95635E-02,  1.65980E-01,  3.11324E-01,  1.93061E-01,  9.13755E-02,  4.57201E-02,  2.30486E-02,  1.12288E-02,  4.97591E-03,  1.68027E-03, -1.89250E-05, -8.51024E-04, -1.21350E-03, -1.32521E-03, -1.30720E-03, -1.22638E-03, -1.11935E-03, -1.00575E-03, -8.95666E-04, -7.93882E-04,
 -1.23877E-03, -1.42333E-03, -1.63881E-03, -1.88850E-03, -2.17374E-03, -2.49130E-03, -2.82821E-03, -3.15185E-03, -3.39058E-03, -3.39581E-03, -2.86619E-03, -1.19149E-03,  2.88067E-03,  1.19934E-02,  3.19735E-02,  7.66447E-02,  1.85940E-01,  4.59326E-01,  2.24282E-01,  9.07367E-02,  3.80973E-02,  1.47757E-02,  4.14653E-03, -6.39612E-04, -2.65577E-03, -3.34766E-03, -3.41661E-03, -3.20850E-03, -2.89413E-03, -2.55637E-03, -2.23357E-03, -1.94155E-03, -1.68491E-03, -1.46295E-03, -1.27264E-03,
 -1.71507E-03, -1.98793E-03, -2.31568E-03, -2.71015E-03, -3.18502E-03, -3.75504E-03, -4.43384E-03, -5.22875E-03, -6.12902E-03, -7.08011E-03, -7.92762E-03, -8.29230E-03, -7.28036E-03, -2.77104E-03,  1.04477E-02,  4.55141E-02,  1.29609E-01,  2.20820E-01,  1.52873E-01,  5.70982E-02,  1.49513E-02, -1.12404E-03, -6.77486E-03, -8.24502E-03, -8.05508E-03, -7.26172E-03, -6.31409E-03, -5.39752E-03, -4.58026E-03, -3.87896E-03, -3.28863E-03, -2.79631E-03, -2.38723E-03, -2.04742E-03, -1.76465E-03,
 -2.19204E-03, -2.55251E-03, -2.99175E-03, -3.53045E-03, -4.19529E-03, -5.02046E-03, -6.04948E-03, -7.33656E-03, -8.94678E-03, -1.09521E-02, -1.34175E-02, -1.63623E-02, -1.96567E-02, -2.27232E-02, -2.34717E-02, -1.32506E-02,  5.46844E-02,  3.65162E-01,  8.94364E-02, -7.61864E-03, -2.28647E-02, -2.31708E-02, -2.03073E-02, -1.69883E-02, -1.39571E-02, -1.13968E-02, -9.30588E-03, -7.62407E-03, -6.27917E-03, -5.20427E-03, -4.34294E-03, -3.64969E-03, -3.08861E-03, -2.63170E-03, -2.25721E-03,
 -2.65770E-03, -3.10059E-03, -3.64395E-03, -4.31645E-03, -5.15647E-03, -6.21597E-03, -7.56600E-03, -9.30491E-03, -1.15708E-02, -1.45616E-02, -1.85695E-02, -2.40501E-02, -3.17799E-02, -4.32753E-02, -6.20366E-02, -9.75173E-02, -1.76020E-01, -2.82252E-01, -1.99570E-01, -1.08217E-01, -6.71763E-02, -4.62040E-02, -3.36642E-02, -2.53529E-02, -1.95079E-02, -1.52546E-02, -1.20916E-02, -9.70171E-03, -7.87205E-03, -6.45469E-03, -5.34464E-03, -4.46626E-03, -3.76436E-03, -3.19824E-03, -2.73758E-03,
 -3.10120E-03, -3.61728E-03, -4.25145E-03, -5.03830E-03, -6.02480E-03, -7.27570E-03, -8.88162E-03, -1.09718E-02, -1.37350E-02, -1.74554E-02, -2.25792E-02, -2.98531E-02, -4.06474E-02, -5.78347E-02, -8.85921E-02, -1.55356E-01, -3.53428E-01, -1.02997E+00, -4.35323E-01, -1.77782E-01, -9.75707E-02, -6.24212E-02, -4.33733E-02, -3.16285E-02, -2.38025E-02, -1.83298E-02, -1.43767E-02, -1.14524E-02, -9.24767E-03, -7.55865E-03, -6.24640E-03, -5.21392E-03, -4.39216E-03, -3.73116E-03, -3.19424E-03,
 -3.51389E-03, -4.09099E-03, -4.79830E-03, -5.67354E-03, -6.76783E-03, -8.15147E-03, -9.92265E-03, -1.22211E-02, -1.52501E-02, -1.93141E-02, -2.48860E-02, -3.27400E-02, -4.42393E-02, -6.20328E-02, -9.18862E-02, -1.47419E-01, -2.55621E-01, -3.74808E-01, -2.83982E-01, -1.63468E-01, -1.00083E-01, -6.66545E-02, -4.71073E-02, -3.46454E-02, -2.62118E-02, -2.02671E-02, -1.59522E-02, -1.27486E-02, -1.03257E-02, -8.46393E-03, -7.01324E-03, -5.86858E-03, -4.95500E-03, -4.21814E-03, -3.61804E-03,
 -3.89012E-03, -4.51456E-03, -5.27533E-03, -6.21019E-03, -7.36956E-03, -8.82145E-03, -1.06587E-02, -1.30097E-02, -1.60545E-02, -2.00501E-02, -2.53720E-02, -3.25841E-02, -4.25663E-02, -5.67503E-02, -7.74793E-02, -1.07854E-01, -1.46704E-01, -1.71734E-01, -1.53920E-01, -1.15056E-01, -8.25750E-02, -6.01993E-02, -4.49535E-02, -3.42846E-02, -2.66127E-02, -2.09729E-02, -1.67519E-02, -1.35442E-02, -1.10736E-02, -9.14726E-03, -7.62819E-03, -6.41758E-03, -5.44322E-03, -4.65169E-03, -4.00306E-03,
 -4.22753E-03, -4.88583E-03, -5.68093E-03, -6.64791E-03, -7.83226E-03, -9.29308E-03, -1.11073E-02, -1.33747E-02, -1.62243E-02, -1.98203E-02, -2.43675E-02, -3.01099E-02, -3.73152E-02, -4.62208E-02, -5.68779E-02, -6.87167E-02, -7.95404E-02, -8.48272E-02, -8.11756E-02, -7.10270E-02, -5.91394E-02, -4.81736E-02, -3.89186E-02, -3.13965E-02, -2.53890E-02, -2.06283E-02, -1.68635E-02, -1.38820E-02, -1.15118E-02, -9.61756E-03, -8.09428E-03, -6.86096E-03, -5.85539E-03, -5.02970E-03, -4.34699E-03,
 -4.52698E-03, -5.20735E-03, -6.02054E-03, -6.99709E-03, -8.17473E-03, -9.59957E-03, -1.13267E-02, -1.34189E-02, -1.59428E-02, -1.89563E-02, -2.24845E-02, -2.64718E-02, -3.07036E-02, -3.47040E-02, -3.76829E-02, -3.87836E-02, -3.80018E-02, -3.71004E-02, -3.77559E-02, -3.87492E-02, -3.80667E-02, -3.53967E-02, -3.15253E-02, -2.72913E-02, -2.32326E-02, -1.96065E-02, -1.64925E-02, -1.38769E-02, -1.17053E-02, -9.91192E-03, -8.43254E-03, -7.21042E-03, -6.19774E-03, -5.35519E-03, -4.65092E-03,
 -4.79187E-03, -5.48536E-03, -6.30501E-03, -7.27599E-03, -8.42735E-03, -9.79128E-03, -1.14004E-02, -1.32818E-02, -1.54442E-02, -1.78546E-02, -2.03964E-02, -2.28046E-02, -2.45853E-02, -2.49741E-02, -2.31032E-02, -1.86790E-02, -1.32053E-02, -1.02428E-02, -1.23034E-02, -1.76000E-02, -2.24247E-02, -2.48097E-02, -2.47989E-02, -2.32228E-02, -2.08900E-02, -1.83475E-02, -1.58986E-02, -1.36831E-02, -1.17466E-02, -1.00859E-02, -8.67652E-03, -7.48615E-03, -6.48228E-03, -5.63511E-03, -4.91872E-03,
 -5.02723E-03, -5.72831E-03, -6.54816E-03, -7.50686E-03, -8.62565E-03, -9.92472E-03, -1.14185E-02, -1.31065E-02, -1.49568E-02, -1.68775E-02, -1.86704E-02, -1.99661E-02, -2.01573E-02, -1.84050E-02, -1.39113E-02, -6.75057E-03,  8.78312E-04,  4.74169E-03,  2.07005E-03, -5.17913E-03, -1.26881E-02, -1.77588E-02, -1.99961E-02, -2.01141E-02, -1.89785E-02, -1.72472E-02, -1.53315E-02, -1.34576E-02, -1.17340E-02, -1.02015E-02, -8.86514E-03, -7.71255E-03, -6.72421E-03, -5.87882E-03, -5.15598E-03,
 -5.23865E-03, -5.94520E-03, -6.76416E-03, -7.71176E-03, -8.80366E-03, -1.00521E-02, -1.14603E-02, -1.30132E-02, -1.46605E-02, -1.62901E-02, -1.76863E-02, -1.84738E-02, -1.80605E-02, -1.56368E-02, -1.03922E-02, -2.27108E-03,  6.55740E-03,  1.11595E-02,  7.96623E-03, -4.75362E-04, -9.00331E-03, -1.48521E-02, -1.77724E-02, -1.85101E-02, -1.79035E-02, -1.65908E-02, -1.49858E-02, -1.33306E-02, -1.17538E-02, -1.03152E-02, -9.03540E-03, -7.91365E-03, -6.93899E-03, -6.09614E-03, -5.36884E-03,
 -5.43120E-03, -6.14396E-03, -6.96515E-03, -7.90898E-03, -8.98854E-03, -1.02130E-02, -1.15831E-02, -1.30824E-02, -1.46651E-02, -1.62353E-02, -1.76185E-02, -1.85246E-02, -1.85109E-02, -1.69668E-02, -1.31697E-02, -6.51746E-03,  2.37397E-03,  8.09574E-03,  4.03057E-03, -4.88153E-03, -1.21036E-02, -1.64241E-02, -1.83509E-02, -1.86112E-02, -1.78449E-02, -1.65279E-02, -1.49775E-02, -1.33877E-02, -1.18672E-02, -1.04699E-02, -9.21661E-03, -8.10922E-03, -7.13978E-03, -6.29570E-03, -5.56283E-03,
 -5.60857E-03, -6.33019E-03, -7.15943E-03, -8.11049E-03, -9.19707E-03, -1.04305E-02, -1.18163E-02, -1.33493E-02, -1.50063E-02, -1.67362E-02, -1.84501E-02, -2.00177E-02, -2.12850E-02, -2.21376E-02, -2.25557E-02, -2.18956E-02, -1.39866E-02,  2.32886E-03, -1.04902E-02, -2.13141E-02, -2.25712E-02, -2.22539E-02, -2.14863E-02, -2.02941E-02, -1.87732E-02, -1.70764E-02, -1.53413E-02, -1.36650E-02, -1.21051E-02, -1.06897E-02, -9.42663E-03, -8.31208E-03, -7.33553E-03, -6.48357E-03, -5.74199E-03,
 -5.77251E-03, -6.50643E-03, -7.35044E-03, -8.32065E-03, -9.43426E-03, -1.07089E-02, -1.21614E-02, -1.38064E-02, -1.56556E-02, -1.77185E-02, -2.00132E-02, -2.26009E-02, -2.56854E-02, -2.98810E-02, -3.68754E-02, -5.07007E-02, -7.24444E-02,  5.34381E-02, -7.24735E-02, -5.47087E-02, -3.88624E-02, -3.09459E-02, -2.63874E-02, -2.31545E-02, -2.04932E-02, -1.81484E-02, -1.60421E-02, -1.41520E-02, -1.24678E-02, -1.09787E-02, -9.67050E-03, -8.52676E-03, -7.52987E-03, -6.66247E-03, -5.90820E-03,
 -5.92265E-03, -6.67192E-03, -7.53659E-03, -8.53620E-03, -9.69367E-03, -1.10360E-02, -1.25955E-02, -1.44120E-02, -1.65371E-02, -1.90451E-02, -2.20567E-02, -2.57976E-02, -3.07493E-02, -3.80561E-02, -5.07686E-02, -7.86308E-02, -1.65996E-01, -4.64576E-01, -2.03763E-01, -8.81542E-02, -5.44804E-02, -3.99616E-02, -3.19381E-02, -2.66489E-02, -2.27214E-02, -1.95898E-02, -1.69949E-02, -1.48017E-02, -1.29294E-02, -1.13230E-02, -9.94092E-03, -8.74953E-03, -7.72094E-03, -6.83150E-03, -6.06103E-03,
 -6.05657E-03, -6.82283E-03, -7.71173E-03, -8.74722E-03, -9.95926E-03, -1.13860E-02, -1.30772E-02, -1.50998E-02, -1.75466E-02, -2.05523E-02, -2.43222E-02, -2.91888E-02, -3.57353E-02, -4.50899E-02, -5.96907E-02, -8.52327E-02, -1.32224E-01, -1.79869E-01, -1.43995E-01, -9.24016E-02, -6.35583E-02, -4.74201E-02, -3.72946E-02, -3.03130E-02, -2.51747E-02, -2.12219E-02, -1.80857E-02, -1.55418E-02, -1.34445E-02, -1.16944E-02, -1.02202E-02, -8.96948E-03, -7.90201E-03, -6.98647E-03, -6.19786E-03,
 -6.17028E-03, -6.95300E-03, -7.86632E-03, -8.93888E-03, -1.02080E-02, -1.17234E-02, -1.35524E-02, -1.57887E-02, -1.85647E-02, -2.20711E-02, -2.65853E-02, -3.25119E-02, -4.04370E-02, -5.11863E-02, -6.58264E-02, -8.52092E-02, -1.07221E-01, -1.20157E-01, -1.11039E-01, -8.94978E-02, -6.92391E-02, -5.37094E-02, -4.22880E-02, -3.38835E-02, -2.76186E-02, -2.28647E-02, -1.91862E-02, -1.62845E-02, -1.39545E-02, -1.20542E-02, -1.04834E-02, -9.17044E-03, -8.06267E-03, -7.12068E-03, -6.31433E-03,
 -6.25887E-03, -7.05493E-03, -7.98889E-03, -9.09371E-03, -1.04134E-02, -1.20081E-02, -1.39611E-02, -1.63903E-02, -1.94648E-02, -2.34290E-02, -2.86358E-02, -3.55832E-02, -4.49322E-02, -5.74285E-02, -7.35193E-02, -9.22836E-02, -1.09604E-01, -1.17942E-01, -1.12197E-01, -9.59896E-02, -7.70531E-02, -6.02945E-02, -4.71080E-02, -3.72006E-02, -2.98400E-02, -2.43369E-02, -2.01613E-02, -1.69348E-02, -1.43946E-02, -1.23590E-02, -1.07017E-02, -9.33347E-03, -8.19047E-03, -7.22596E-03, -6.40510E-03,
 -6.31723E-03, -7.12093E-03, -8.06782E-03, -9.19418E-03, -1.05491E-02, -1.22006E-02, -1.42442E-02, -1.68168E-02, -2.01184E-02, -2.44433E-02, -3.02289E-02, -3.81210E-02, -4.90450E-02, -6.42101E-02, -8.47791E-02, -1.10463E-01, -1.36076E-01, -1.49158E-01, -1.40087E-01, -1.15778E-01, -8.94682E-02, -6.77843E-02, -5.16379E-02, -3.99859E-02, -3.15830E-02, -2.54438E-02, -2.08729E-02, -1.73980E-02, -1.47008E-02, -1.25661E-02, -1.08465E-02, -9.43956E-03, -8.27282E-03, -7.29399E-03, -6.46465E-03,
