NA,NA,  8.45310E-03,  9.27340E-03,  1.01808E-02,  1.11980E-02,  1.23860E-02,  1.38999E-02,  1.61088E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -9.99181E-04, -6.78006E-03, -1.00948E-02, -1.16694E-02, -1.20549E-02, -1.17010E-02, -1.09579E-02, -1.00681E-02, -9.17555E-03, -8.35008E-03, -7.61523E-03, -6.97077E-03, -6.40678E-03, -5.91113E-03, -5.47254E-03,NA,NA,NA,NA,
NA,  8.15803E-03,  8.97356E-03,  9.85834E-03,  1.07945E-02,  1.17523E-02,  1.26970E-02,  1.36168E-02,  1.45975E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.33227E-02, -1.17809E-02, -1.04228E-02, -9.27836E-03, -8.32754E-03, -7.53496E-03, -6.86621E-03, -6.29344E-03, -5.79581E-03,NA,NA,NA,NA,
NA,  8.67528E-03,  9.61023E-03,  1.06277E-02,  1.16887E-02,  1.27109E-02,  1.35472E-02,  1.39670E-02,  1.36594E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.34004E-02, -1.15190E-02, -1.00589E-02, -8.91728E-03, -8.00442E-03, -7.25433E-03, -6.62215E-03, -6.07819E-03, -5.60272E-03,NA,NA,NA,
  8.28967E-03,  9.26376E-03,  1.03778E-02,  1.16270E-02,  1.29724E-02,  1.43056E-02,  1.53885E-02,  1.57695E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.22462E-02, -1.05569E-02, -9.30617E-03, -8.33463E-03, -7.54551E-03, -6.88189E-03, -6.30996E-03, -5.80884E-03,NA,NA,NA,
  8.76242E-03,  9.90504E-03,  1.12609E-02,  1.28576E-02,  1.46968E-02,  1.67076E-02,  1.86478E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.06230E-02, -9.42336E-03, -8.49247E-03, -7.72376E-03, -7.06420E-03, -6.48592E-03, -5.97280E-03, -5.51440E-03,NA,NA,
  9.22448E-03,  1.05566E-02,  1.22018E-02,  1.42483E-02,  1.67949E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -9.23921E-03, -8.47365E-03, -7.79098E-03, -7.17123E-03, -6.60714E-03, -6.09462E-03, -5.63004E-03,NA,NA,
  9.63426E-03,  1.11531E-02,  1.30977E-02,  1.56387E-02,  1.90277E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -8.80992E-03, -8.31934E-03, -7.77255E-03, -7.21734E-03, -6.68117E-03, -6.17790E-03, -5.71320E-03,NA,NA,
  9.94545E-03,  1.16169E-02,  1.38146E-02,  1.67936E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -8.30389E-03, -8.11816E-03, -7.71450E-03, -7.22625E-03, -6.72009E-03, -6.22858E-03, -5.76661E-03,NA,NA,
  1.01173E-02,  1.18764E-02,  1.42225E-02,  1.74648E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -7.95963E-03, -7.97927E-03, -7.66860E-03, -7.22318E-03, -6.73633E-03, -6.25275E-03, -5.79316E-03,NA,NA,
  1.01256E-02,  1.18882E-02,  1.42392E-02,  1.74884E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -7.95940E-03, -7.97984E-03, -7.66969E-03, -7.22456E-03, -6.73785E-03, -6.25431E-03, -5.79470E-03,NA,NA,
  9.96958E-03,  1.16513E-02,  1.38636E-02,  1.68628E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -8.30363E-03, -8.12026E-03, -7.71803E-03, -7.23057E-03, -6.72477E-03, -6.23333E-03, -5.77128E-03,NA,NA,
  9.67204E-03,  1.12073E-02,  1.31749E-02,  1.57486E-02,  1.91833E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -8.81106E-03, -8.32401E-03, -7.77927E-03, -7.22510E-03, -6.68934E-03, -6.18607E-03, -5.72114E-03,NA,NA,
  9.27239E-03,  1.06256E-02,  1.23009E-02,  1.43902E-02,  1.69982E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -9.24425E-03, -8.48262E-03, -7.80204E-03, -7.18322E-03, -6.61932E-03, -6.10655E-03, -5.64147E-03,NA,NA,
  8.81588E-03,  9.98252E-03,  1.13728E-02,  1.30191E-02,  1.49305E-02,  1.70479E-02,  1.91477E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.06291E-02, -9.43556E-03, -8.50786E-03, -7.74057E-03, -7.08133E-03, -6.50271E-03, -5.98888E-03, -5.52957E-03,NA,NA,
  8.34339E-03,  9.34219E-03,  1.04917E-02,  1.17925E-02,  1.32140E-02,  1.46609E-02,  1.59177E-02,  1.65706E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.22586E-02, -1.05763E-02, -9.32893E-03, -8.35863E-03, -7.56947E-03, -6.90508E-03, -6.33196E-03, -5.82945E-03,NA,NA,NA,
NA,  8.74684E-03,  9.71488E-03,  1.07805E-02,  1.19126E-02,  1.30421E-02,  1.40436E-02,  1.47245E-02,  1.48397E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.34349E-02, -1.15559E-02, -1.00960E-02, -8.95343E-03, -8.03884E-03, -7.28662E-03, -6.65215E-03, -6.10589E-03, -5.62817E-03,NA,NA,NA,
NA,  8.21544E-03,  9.05830E-03,  9.98256E-03,  1.09766E-02,  1.20212E-02,  1.30991E-02,  1.42302E-02,  1.55578E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.34116E-02, -1.18558E-02, -1.04879E-02, -9.33581E-03, -8.37880E-03, -7.58094E-03, -6.90758E-03, -6.33075E-03, -5.82950E-03,NA,NA,NA,NA,
NA,NA,  8.50950E-03,  9.35653E-03,  1.03021E-02,  1.13746E-02,  1.26450E-02,  1.42866E-02,  1.67060E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -2.73380E-03, -7.79455E-03, -1.07160E-02, -1.20689E-02, -1.23257E-02, -1.18948E-02, -1.11037E-02, -1.01827E-02, -9.26894E-03, -8.42824E-03, -7.68196E-03, -7.02858E-03, -6.45743E-03, -5.95585E-03, -5.51229E-03,NA,NA,NA,NA,
NA,NA,NA,  8.84526E-03,  9.77768E-03,  1.08991E-02,  1.23296E-02,  1.43108E-02,  1.73311E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  1.74294E-03, -3.28492E-03, -6.44664E-03, -8.25078E-03, -9.08444E-03, -9.26148E-03, -9.03208E-03, -8.58221E-03, -8.03729E-03, -7.47306E-03, -6.92966E-03, -6.42479E-03, -5.96365E-03, -5.54526E-03,NA,NA,NA,NA,NA,
NA,NA,NA,  8.39588E-03,  9.31368E-03,  1.04513E-02,  1.19383E-02,  1.40074E-02,  1.70744E-02,  2.18688E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  4.30567E-03, -3.42940E-04, -3.45534E-03, -5.42988E-03, -6.56823E-03, -7.11108E-03, -7.25093E-03, -7.13604E-03, -6.87398E-03, -6.53754E-03, -6.17256E-03, -5.80578E-03, -5.45151E-03,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,  8.85366E-03,  9.95656E-03,  1.13908E-02,  1.33367E-02,  1.60737E-02,  2.00032E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  1.10372E-02,  5.45984E-03,  1.41561E-03, -1.44667E-03, -3.39805E-03, -4.65516E-03, -5.39540E-03, -5.76393E-03, -5.87639E-03, -5.82120E-03, -5.66270E-03, -5.44548E-03, -5.19896E-03,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,  8.37264E-03,  9.39603E-03,  1.06994E-02,  1.24014E-02,  1.46585E-02,  1.76430E-02,  2.14611E-02,NA,NA,NA,NA,NA,NA,NA,NA,  1.55975E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,  1.00688E-02,  5.69316E-03,  2.33598E-03, -1.68283E-04, -1.97699E-03, -3.23096E-03, -4.05336E-03, -4.54957E-03, -4.80712E-03, -4.89607E-03, -4.87036E-03, -4.76990E-03,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,  8.78364E-03,  9.91722E-03,  1.13372E-02,  1.31165E-02,  1.53069E-02,  1.78849E-02,  2.06724E-02,NA,NA,NA,NA,NA,  2.00422E-02,  1.70708E-02,  1.52102E-02,  1.51144E-02,  1.69402E-02,NA,NA,NA,NA,NA,  1.70159E-02,  1.26695E-02,  8.73626E-03,  5.40691E-03,  2.70758E-03,  5.91931E-04, -1.01409E-03, -2.19195E-03, -3.02118E-03, -3.57475E-03, -3.91652E-03, -4.10017E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,  9.10249E-03,  1.02530E-02,  1.16234E-02,  1.32128E-02,  1.49655E-02,  1.67425E-02,  1.83165E-02,  1.94144E-02,  1.97973E-02,  1.93443E-02,  1.81308E-02,  1.64797E-02,  1.48982E-02,  1.38977E-02,  1.38114E-02,  1.46748E-02,  1.61594E-02,  1.75980E-02,  1.82187E-02,  1.75551E-02,  1.56855E-02,  1.30613E-02,  1.01765E-02,  7.38516E-03,  4.88260E-03,  2.75054E-03,  1.00280E-03, -3.83241E-04, -1.44790E-03, -2.23838E-03, -2.80253E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,  9.21759E-03,  1.02627E-02,  1.14168E-02,  1.26256E-02,  1.37917E-02,  1.47795E-02,  1.54412E-02,  1.56585E-02,  1.53886E-02,  1.47003E-02,  1.37820E-02,  1.29012E-02,  1.23192E-02,  1.21990E-02,  1.25375E-02,  1.31423E-02,  1.36719E-02,  1.37596E-02,  1.31758E-02,  1.19193E-02,  1.01733E-02,  8.18606E-03,  6.17510E-03,  4.29041E-03,  2.61675E-03,  1.19020E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,  9.06160E-03,  9.90540E-03,  1.07538E-02,  1.15412E-02,  1.21863E-02,  1.26078E-02,  1.27478E-02,  1.25943E-02,  1.21971E-02,  1.16658E-02,  1.11447E-02,  1.07690E-02,  1.06179E-02,  1.06800E-02,  1.08470E-02,  1.09415E-02,  1.07793E-02,  1.02403E-02,  9.30958E-03,  8.06622E-03,  6.63796E-03,  5.15433E-03,  3.71906E-03,  2.40202E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,  8.64162E-03,  9.24802E-03,  9.79419E-03,  1.02310E-02,  1.05131E-02,  1.06119E-02,  1.05264E-02,  1.02898E-02,  9.96569E-03,  9.63297E-03,  9.36256E-03,  9.19300E-03,  9.11403E-03,  9.06516E-03,  8.95244E-03,  8.67977E-03,  8.18242E-03,  7.44725E-03,  6.51104E-03,  5.44211E-03,  4.31769E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  8.41340E-03,  8.71828E-03,  8.91431E-03,  8.98692E-03,  8.93830E-03,  8.78958E-03,  8.57760E-03,  8.34594E-03,  8.13222E-03,  7.95550E-03,  7.80829E-03,  7.65682E-03,  7.45048E-03,  7.13792E-03,  6.68385E-03,  6.07961E-03,  5.34390E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
