NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  5.39014E-03,  6.18223E-03,  6.90669E-03,  7.49927E-03,  7.89735E-03,  8.05354E-03,  7.94803E-03,  7.59427E-03,  7.03510E-03,  6.33127E-03,  5.54766E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  4.08506E-03,  5.04943E-03,  6.08284E-03,  7.13283E-03,  8.12167E-03,  8.95135E-03,  9.51951E-03,  9.74483E-03,  9.59247E-03,  9.08615E-03,  8.29986E-03,  7.33401E-03,  6.28910E-03,  5.24753E-03,  4.26667E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,  2.39204E-03,  3.27016E-03,  4.31140E-03,  5.51390E-03,  6.85318E-03,  8.26937E-03,  9.65611E-03,  1.08608E-02,  1.17082E-02,  1.20494E-02,  1.18183E-02,  1.10602E-02,  9.91161E-03,  8.54727E-03,  7.12691E-03,  5.76653E-03,  4.53441E-03,  3.46092E-03,  2.55144E-03,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,  1.40105E-03,  2.20215E-03,  3.20697E-03,  4.44657E-03,  5.94274E-03,  7.69229E-03,  9.64118E-03,  1.16524E-02,  1.34861E-02,  1.48263E-02,  1.53780E-02,  1.50036E-02,  1.37976E-02,  1.20344E-02,  1.00359E-02,  8.06093E-03,  6.26596E-03,  4.71879E-03,  3.43020E-03,  2.38174E-03,  1.54335E-03,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,  3.44428E-04,  9.93240E-04,  1.85153E-03,  2.97437E-03,  4.42659E-03,  6.27667E-03,  8.57686E-03,  1.13184E-02,  1.43558E-02,  1.73219E-02,  1.96163E-02,  2.05937E-02,  1.99284E-02,  1.78454E-02,  1.49579E-02,  1.18974E-02,  9.08070E-03,  6.69043E-03,  4.75527E-03,  3.23048E-03,  2.04854E-03,  1.14314E-03,  4.57177E-04,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA, -2.25410E-04,  4.10352E-04,  1.29221E-03,  2.50563E-03,  4.16697E-03,  6.42714E-03,  9.45822E-03,  1.33974E-02,  1.82041E-02,NA,NA,NA,NA,NA,  1.92160E-02,  1.42767E-02,  1.01551E-02,  6.95429E-03,  4.55687E-03,  2.79125E-03,  1.50041E-03,  5.61257E-04, -1.17137E-04, -6.01150E-04,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA, -1.33875E-03, -9.54400E-04, -3.75901E-04,  4.78030E-04,  1.73036E-03,  3.56916E-03,  6.27563E-03,  1.02480E-02,  1.59951E-02,NA,NA,NA,NA,NA,NA,NA,NA,  1.12159E-02,  6.93874E-03,  4.01980E-03,  2.03673E-03,  6.86946E-04, -2.33608E-04, -8.58576E-04, -1.27591E-03,NA,NA,NA,NA,NA,
NA,NA,NA,NA, -2.26955E-03, -2.12408E-03, -1.84905E-03, -1.38221E-03, -6.24089E-04,  5.91137E-04,  2.54297E-03,  5.69549E-03,  1.08147E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,  1.21448E-02,  6.51133E-03,  3.04665E-03,  9.03730E-04, -4.29041E-04, -1.26080E-03, -1.77525E-03, -2.08203E-03, -2.24911E-03,NA,NA,NA,NA,
NA,NA,NA,NA, -3.03745E-03, -3.02350E-03, -2.90125E-03, -2.60528E-03, -2.01977E-03, -9.31322E-04,  1.05078E-03,  4.62242E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  5.60050E-03,  1.59552E-03, -6.30246E-04, -1.85547E-03, -2.51840E-03, -2.85971E-03, -3.00968E-03, -3.04112E-03,NA,NA,NA,NA,
NA,NA,NA,NA, -3.86919E-03, -4.01443E-03, -4.08461E-03, -4.01499E-03, -3.67469E-03, -2.79390E-03, -8.39424E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -2.57358E-04, -2.51900E-03, -3.55689E-03, -3.97559E-03, -4.08484E-03, -4.03553E-03, -3.90162E-03, -3.72191E-03,NA,NA,NA,
NA,NA,NA, -4.40754E-03, -4.73748E-03, -5.06168E-03, -5.35367E-03, -5.55256E-03, -5.51145E-03, -4.88689E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -4.64298E-03, -5.45114E-03, -5.57044E-03, -5.40284E-03, -5.12258E-03, -4.80193E-03, -4.47184E-03,NA,NA,NA,
NA,NA,NA, -5.12934E-03, -5.60844E-03, -6.11980E-03, -6.64704E-03, -7.13522E-03, -7.41981E-03, -7.06348E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -6.84603E-03, -7.42178E-03, -7.21535E-03, -6.74859E-03, -6.22265E-03, -5.70622E-03, -5.22029E-03,NA,NA,NA,
