NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  4.62322E-03,  4.76986E-03,  4.69526E-03,  4.41027E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  3.73078E-03,  4.55154E-03,  5.26043E-03,  5.76166E-03,  5.97607E-03,  5.86681E-03,  5.45289E-03,  4.80206E-03,  4.00762E-03,  3.16237E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  2.20120E-03,  3.24073E-03,  4.37972E-03,  5.52927E-03,  6.55592E-03,  7.30094E-03,  7.62453E-03,  7.45927E-03,  6.84011E-03,  5.88849E-03,  4.76279E-03,  3.60820E-03,  2.52894E-03,  1.58392E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  1.13516E-03,  2.23519E-03,  3.57492E-03,  5.11393E-03,  6.74111E-03,  8.25760E-03,  9.39637E-03,  9.90125E-03,  9.64262E-03,  8.68812E-03,  7.26485E-03,  5.64791E-03,  4.06344E-03,  2.65070E-03,  1.47053E-03,  5.30863E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.96946E-04,  7.87557E-04,  2.10903E-03,  3.80740E-03,  5.86974E-03,  8.17676E-03,  1.04462E-02,  1.22294E-02,  1.30426E-02,  1.26243E-02,  1.11122E-02,  8.94731E-03,  6.61246E-03,  4.44939E-03,  2.62578E-03,  1.18292E-03,  9.34964E-05, -6.97455E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.60897E-03, -8.90782E-04,  1.78942E-04,  1.70491E-03,  3.78880E-03,  6.48439E-03,  9.70688E-03,  1.30963E-02,NA,NA,NA,  1.41344E-02,  1.08327E-02,  7.49792E-03,  4.60905E-03,  2.32527E-03,  6.25737E-04, -5.82270E-04, -1.40537E-03, -1.93955E-03,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA, -2.91116E-03, -2.53658E-03, -1.87154E-03, -7.91854E-04,  8.63038E-04,  3.28079E-03,  6.63154E-03,  1.09436E-02,NA,NA,NA,NA,NA,  1.25290E-02,  7.95204E-03,  4.27504E-03,  1.56553E-03, -3.19269E-04, -1.56892E-03, -2.35501E-03, -2.81367E-03,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA, -3.93307E-03, -3.70977E-03, -3.19105E-03, -2.22485E-03, -5.98274E-04,  1.96800E-03,  5.79026E-03,NA,NA,NA,NA,NA,NA,NA,  7.36910E-03,  3.07303E-03,  1.27662E-04, -1.77451E-03, -2.93136E-03, -3.57792E-03, -3.88489E-03, -3.97127E-03,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA, -4.96015E-03, -5.12419E-03, -5.13138E-03, -4.87414E-03, -4.18844E-03, -2.83127E-03, -4.60670E-04,  3.35375E-03,NA,NA,NA,NA,NA,NA,NA,  4.99958E-03,  6.13634E-04, -2.18225E-03, -3.83028E-03, -4.70570E-03, -5.08255E-03, -5.14821E-03, -5.02660E-03,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA, -6.04278E-03, -6.45610E-03, -6.77381E-03, -6.90077E-03, -6.68445E-03, -5.88851E-03, -4.16712E-03, -1.06908E-03,NA,NA,NA,NA,NA,NA,NA,NA, -3.32289E-03, -5.44418E-03, -6.50086E-03, -6.87702E-03, -6.84274E-03, -6.57501E-03, -6.18530E-03,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA, -7.17289E-03, -7.87762E-03, -8.57418E-03, -9.19561E-03, -9.62558E-03, -9.67324E-03, -9.04870E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA, -8.63227E-03, -9.55906E-03, -9.69548E-03, -9.36588E-03, -8.79158E-03, -8.11040E-03, -7.40315E-03, -6.71462E-03,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA, -8.29626E-03, -9.31670E-03, -1.04364E-02, -1.16298E-02, -1.28377E-02, -1.39448E-02, -1.47554E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.49115E-02, -1.42567E-02, -1.32211E-02, -1.20302E-02, -1.08233E-02, -9.67520E-03, -8.62064E-03, -7.67128E-03,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA, -8.20180E-03, -9.34973E-03, -1.06862E-02, -1.22393E-02, -1.40337E-02, -1.60817E-02, -1.83647E-02, -2.08036E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.91569E-02, -1.68098E-02, -1.46802E-02, -1.28026E-02, -1.11724E-02, -9.76764E-03, -8.56068E-03,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA, -8.90895E-03, -1.02672E-02, -1.18927E-02, -1.38492E-02, -1.62149E-02, -1.90806E-02, -2.25380E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -2.38181E-02, -2.01497E-02, -1.70987E-02, -1.45788E-02, -1.24969E-02, -1.07701E-02, -9.33003E-03,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA, -9.45948E-03, -1.09865E-02, -1.28466E-02, -1.51350E-02, -1.79789E-02, -2.15441E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -2.29098E-02, -1.90640E-02, -1.60029E-02, -1.35473E-02, -1.15581E-02, -9.93030E-03,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA, -9.81797E-03, -1.14567E-02, -1.34733E-02, -1.59852E-02, -1.91548E-02, -2.32047E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -2.47787E-02, -2.03783E-02, -1.69467E-02, -1.42388E-02, -1.20741E-02, -1.03217E-02, -8.88688E-03,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA, -9.96129E-03, -1.16447E-02, -1.37236E-02, -1.63247E-02, -1.96246E-02, -2.38690E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -2.55270E-02, -2.09036E-02, -1.73237E-02, -1.45150E-02, -1.22802E-02, -1.04781E-02, -9.00734E-03,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA, -9.88115E-03, -1.15385E-02, -1.35806E-02, -1.61281E-02, -1.93482E-02, -2.34705E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -2.50749E-02, -2.05927E-02, -1.71044E-02, -1.43566E-02, -1.21633E-02, -1.03903E-02, -8.94042E-03,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA, -9.58472E-03, -1.11491E-02, -1.30611E-02, -1.54227E-02, -1.83712E-02, -2.20877E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -2.35169E-02, -1.95000E-02, -1.63209E-02, -1.37832E-02, -1.17360E-02, -1.00666E-02, -8.69162E-03,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA, -9.09338E-03, -1.05077E-02, -1.22119E-02, -1.42805E-02, -1.68085E-02, -1.99115E-02, -2.37163E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -2.10808E-02, -1.77606E-02, -1.50570E-02, -1.28486E-02, -1.10336E-02, -9.53097E-03,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA, -8.43985E-03, -9.66118E-03, -1.11013E-02, -1.28033E-02, -1.48153E-02, -1.71840E-02, -1.99397E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -2.09311E-02, -1.80482E-02, -1.55539E-02, -1.34292E-02, -1.16305E-02, -1.01093E-02, -8.82025E-03,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA, -8.66620E-03, -9.80996E-03, -1.11072E-02, -1.25600E-02, -1.41499E-02, -1.58194E-02, -1.74451E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.63680E-02, -1.46953E-02, -1.30702E-02, -1.15687E-02, -1.02198E-02, -9.02647E-03, -7.97955E-03,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA, -7.58366E-03, -8.42267E-03, -9.31084E-03, -1.02089E-02, -1.10402E-02, -1.16675E-02, -1.18636E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.17802E-02, -1.17938E-02, -1.12783E-02, -1.04952E-02, -9.60826E-03, -8.71107E-03, -7.85311E-03, -7.05786E-03,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA, -6.47326E-03, -7.02105E-03, -7.52675E-03, -7.91801E-03, -8.07212E-03, -7.78703E-03, -6.74528E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA, -6.16299E-03, -7.54701E-03, -8.03957E-03, -8.00288E-03, -7.67297E-03, -7.19498E-03, -6.65527E-03,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA, -5.38870E-03, -5.67709E-03, -5.85244E-03, -5.82152E-03, -5.43486E-03, -4.45669E-03, -2.52809E-03,  8.53236E-04,NA,NA,NA,NA,NA,NA,NA,NA, -1.60320E-03, -3.94830E-03, -5.19277E-03, -5.74292E-03, -5.87096E-03, -5.75098E-03, -5.49205E-03,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA, -4.44725E-03, -4.36144E-03, -4.01644E-03, -3.25979E-03, -1.86269E-03,  5.04211E-04,  4.26834E-03,NA,NA,NA,NA,NA,NA,NA,  5.88920E-03,  1.56680E-03, -1.20964E-03, -2.88434E-03, -3.82212E-03, -4.28264E-03, -4.44062E-03, -4.41097E-03,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA, -3.36861E-03, -3.09695E-03, -2.55102E-03, -1.59625E-03, -4.43421E-05,  2.35118E-03,  5.86402E-03,  1.06618E-02,NA,NA,NA,NA,NA,NA,  7.30191E-03,  3.37202E-03,  6.37846E-04, -1.16209E-03, -2.28978E-03, -2.95309E-03, -3.30300E-03,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA, -2.07145E-03, -1.42516E-03, -4.14572E-04,  1.09342E-03,  3.24952E-03,  6.17802E-03,  9.86421E-03,  1.39465E-02,NA,NA,NA,NA,  1.11972E-02,  7.31635E-03,  4.12486E-03,  1.72451E-03,  1.98318E-05, -1.13856E-03, -1.89183E-03, -2.35415E-03,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA, -1.27239E-03, -6.02844E-04,  3.66023E-04,  1.71530E-03,  3.51788E-03,  5.79871E-03,  8.46121E-03,  1.11905E-02,  1.34107E-02,  1.44453E-02,  1.39113E-02,  1.20119E-02,  9.37576E-03,  6.64335E-03,  4.21747E-03,  2.25607E-03,  7.64331E-04, -3.20742E-04, -1.08025E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, -2.97092E-05,  8.43456E-04,  1.98960E-03,  3.43143E-03,  5.14481E-03,  7.01924E-03,  8.82272E-03,  1.02125E-02,  1.08383E-02,  1.05170E-02,  9.34456E-03,  7.63598E-03,  5.75292E-03,  3.96887E-03,  2.43162E-03,  1.18902E-03,  2.30057E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  1.10821E-03,  2.05152E-03,  3.17760E-03,  4.44574E-03,  5.76056E-03,  6.96374E-03,  7.85378E-03,  8.24476E-03,  8.04474E-03,  7.30157E-03,  6.17845E-03,  4.88004E-03,  3.58290E-03,  2.40321E-03,  1.39785E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  2.86540E-03,  3.80252E-03,  4.73267E-03,  5.55111E-03,  6.13814E-03,  6.39134E-03,  6.26216E-03,  5.77570E-03,  5.02031E-03,  4.11415E-03,  3.16953E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  3.91515E-03,  4.48486E-03,  4.88398E-03,  5.05381E-03,  4.96734E-03,  4.63847E-03,  4.11720E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
