 -2.16284E-03, -2.24868E-03, -2.33245E-03, -2.41280E-03, -2.48821E-03, -2.55709E-03, -2.61779E-03, -2.66873E-03, -2.70860E-03, -2.73646E-03, -2.75202E-03, -2.75572E-03, -2.74897E-03, -2.73404E-03, -2.71406E-03, -2.69262E-03, -2.67343E-03, -2.65975E-03, -2.65391E-03, -2.65689E-03, -2.66818E-03, -2.68588E-03, -2.70697E-03, -2.72785E-03, -2.74482E-03, -2.75456E-03, -2.75450E-03, -2.74294E-03, -2.71913E-03, -2.68314E-03, -2.63571E-03, -2.57806E-03, -2.51170E-03, -2.43825E-03, -2.35936E-03, -2.27656E-03, -2.19126E-03,
 -2.28160E-03, -2.37842E-03, -2.47334E-03, -2.56474E-03, -2.65073E-03, -2.72921E-03, -2.79799E-03, -2.85486E-03, -2.89787E-03, -2.92554E-03, -2.93715E-03, -2.93308E-03, -2.91503E-03, -2.88611E-03, -2.85072E-03, -2.81418E-03, -2.78207E-03, -2.75939E-03, -2.74973E-03, -2.75464E-03, -2.77335E-03, -2.80285E-03, -2.83854E-03, -2.87492E-03, -2.90652E-03, -2.92856E-03, -2.93749E-03, -2.93114E-03, -2.90873E-03, -2.87064E-03, -2.81813E-03, -2.75304E-03, -2.67751E-03, -2.59375E-03, -2.50392E-03, -2.40996E-03, -2.31360E-03,
 -2.40919E-03, -2.51888E-03, -2.62708E-03, -2.73184E-03, -2.83079E-03, -2.92125E-03, -3.00027E-03, -3.06477E-03, -3.11185E-03, -3.13911E-03, -3.14513E-03, -3.12995E-03, -3.09553E-03, -3.04600E-03, -2.98761E-03, -2.92825E-03, -2.87640E-03, -2.83985E-03, -2.82430E-03, -2.83222E-03, -2.86234E-03, -2.90993E-03, -2.96776E-03, -3.02739E-03, -3.08062E-03, -3.12059E-03, -3.14242E-03, -3.14347E-03, -3.12311E-03, -3.08233E-03, -3.02326E-03, -2.94869E-03, -2.86166E-03, -2.76519E-03, -2.66207E-03, -2.55477E-03, -2.44537E-03,
 -2.54605E-03, -2.67085E-03, -2.79489E-03, -2.91585E-03, -3.03086E-03, -3.13647E-03, -3.22875E-03, -3.30341E-03, -3.35616E-03, -3.38316E-03, -3.38172E-03, -3.35107E-03, -3.29319E-03, -3.21344E-03, -3.12065E-03, -3.02655E-03, -2.94426E-03, -2.88615E-03, -2.86138E-03, -2.87399E-03, -2.92192E-03, -2.99751E-03, -3.08918E-03, -3.18380E-03, -3.26898E-03, -3.33482E-03, -3.37482E-03, -3.38591E-03, -3.36806E-03, -3.32340E-03, -3.25549E-03, -3.16854E-03, -3.06686E-03, -2.95454E-03, -2.83519E-03, -2.71188E-03, -2.58711E-03,
 -2.69244E-03, -2.83494E-03, -2.97790E-03, -3.11862E-03, -3.25363E-03, -3.37861E-03, -3.48837E-03, -3.57699E-03, -3.63816E-03, -3.66581E-03, -3.65503E-03, -3.60339E-03, -3.51230E-03, -3.38834E-03, -3.24387E-03, -3.09644E-03, -2.96662E-03, -2.87441E-03, -2.83499E-03, -2.85507E-03, -2.93122E-03, -3.05071E-03, -3.19468E-03, -3.34227E-03, -3.47462E-03, -3.57754E-03, -3.64256E-03, -3.66669E-03, -3.65124E-03, -3.60047E-03, -3.52019E-03, -3.41671E-03, -3.29613E-03, -3.16390E-03, -3.02464E-03, -2.88209E-03, -2.73918E-03,
 -2.84835E-03, -3.01156E-03, -3.17706E-03, -3.34185E-03, -3.50187E-03, -3.65180E-03, -3.78492E-03, -3.89316E-03, -3.96738E-03, -3.99808E-03, -3.97669E-03, -3.89745E-03, -3.75991E-03, -3.57141E-03, -3.34885E-03, -3.11857E-03, -2.91330E-03, -2.76615E-03, -2.70291E-03, -2.73515E-03, -2.85694E-03, -3.04653E-03, -3.27235E-03, -3.50077E-03, -3.70284E-03, -3.85842E-03, -3.95714E-03, -3.99715E-03, -3.98275E-03, -3.92183E-03, -3.82374E-03, -3.69786E-03, -3.55266E-03, -3.39531E-03, -3.23158E-03, -3.06593E-03, -2.90170E-03,
 -3.01345E-03, -3.20070E-03, -3.39293E-03, -3.58697E-03, -3.77825E-03, -3.96041E-03, -4.12498E-03, -4.26119E-03, -4.35604E-03, -4.39496E-03, -4.36338E-03, -4.24943E-03, -4.04800E-03, -3.76549E-03, -3.42410E-03, -3.06324E-03, -2.73576E-03, -2.49792E-03, -2.39495E-03, -2.44750E-03, -2.64496E-03, -2.94890E-03, -3.30504E-03, -3.65799E-03, -3.96319E-03, -4.19273E-03, -4.33538E-03, -4.39302E-03, -4.37577E-03, -4.29768E-03, -4.17356E-03, -4.01702E-03, -3.83961E-03, -3.65054E-03, -3.45682E-03, -3.26358E-03, -3.07441E-03,
 -3.18688E-03, -3.40179E-03, -3.62547E-03, -3.85481E-03, -4.08494E-03, -4.30862E-03, -4.51556E-03, -4.69183E-03, -4.81941E-03, -4.87650E-03, -4.83906E-03, -4.68433E-03, -4.39705E-03, -3.97821E-03, -3.45442E-03, -2.88397E-03, -2.35344E-03, -1.96119E-03, -1.78967E-03, -1.87733E-03, -2.20435E-03, -2.70005E-03, -3.26797E-03, -3.81513E-03, -4.27296E-03, -4.60474E-03, -4.80203E-03, -4.87580E-03, -4.84715E-03, -4.74022E-03, -4.57779E-03, -4.37921E-03, -4.15974E-03, -3.93081E-03, -3.70056E-03, -3.47460E-03, -3.25655E-03,
 -3.36718E-03, -3.61350E-03, -3.87371E-03, -4.14515E-03, -4.42309E-03, -4.69980E-03, -4.96347E-03, -5.19682E-03, -5.37579E-03, -5.46883E-03, -5.43753E-03, -5.24045E-03, -4.84174E-03, -4.22624E-03, -3.41922E-03, -2.50407E-03, -1.62452E-03, -9.58498E-04, -6.63331E-04, -8.14478E-04, -1.37287E-03, -2.20207E-03, -3.12389E-03, -3.97886E-03, -4.66278E-03, -5.13276E-03, -5.39292E-03, -5.47428E-03, -5.41768E-03, -5.26315E-03, -5.04469E-03, -4.78879E-03, -4.51483E-03, -4.23627E-03, -3.96204E-03, -3.69775E-03, -3.44666E-03,
 -3.55211E-03, -3.83350E-03, -4.13543E-03, -4.45625E-03, -4.79205E-03, -5.13550E-03, -5.47402E-03, -5.78752E-03, -6.04555E-03, -6.20431E-03, -6.20480E-03, -5.97469E-03, -5.43833E-03, -4.54029E-03, -3.28494E-03, -1.78263E-03, -2.74309E-04,  9.04642E-04,  1.43651E-03,  1.16346E-03,  1.67601E-04, -1.27135E-03, -2.80837E-03, -4.16353E-03, -5.18400E-03, -5.83532E-03, -6.15828E-03, -6.22526E-03, -6.11137E-03, -5.88046E-03, -5.58127E-03, -5.24832E-03, -4.90480E-03, -4.56545E-03, -4.23913E-03, -3.93070E-03, -3.64247E-03,
