Qtot5.551115123125783e-17
# RMSE: 0.6081737331339094, Max. Err: 1.2546192241617902 kcal/mol Qa(l,m) [a = atom index]
5
Q1(0,0)     -0.36854346277545236
Q2(0,0)     0.17543696580923113
Q3(0,0)     0.19310649696622129
Q1(1,-1)     -0.04487525475082976
Q1(1,0)     -0.23981783151127195
Q1(1,1)     -0.05212408952866494
Q2(1,-1)     0.19265422753760023
Q2(1,0)     -0.0945958415475093
Q2(1,1)     0.010543829450297804
Q3(1,-1)     -0.12250784847814512
Q3(1,0)     -0.08507520622817408
Q3(1,1)     0.04158448776986086
Q1(2,-2)     0.046625748840750464
Q1(2,-1)     0.09750555070893825
Q1(2,0)     -0.08203284450428752
Q1(2,1)     0.02382043096944586
Q1(2,2)     -0.512497857166408
Q2(2,-2)     -0.022001541641916117
Q2(2,-1)     0.09350111095270208
Q2(2,0)     0.041243071043619045
Q2(2,1)     0.0384489876144581
Q2(2,2)     0.0645409118052848
Q3(2,-2)     0.05233571123578072
Q3(2,-1)     -0.08026793694408188
Q3(2,0)     0.13609582992301028
Q3(2,1)     0.038079798937608864
Q3(2,2)     -0.03456589711742754
Q1(3,-3)     0.03547711331837597
Q1(3,-2)     -0.10452056178865554
Q1(3,-1)     0.07603001671914619
Q1(3,0)     0.26426524028958304
Q1(3,1)     -0.003911685642597751
Q1(3,2)     -0.2908721163638478
Q1(3,3)     0.005609255053248226
Q2(3,-3)     -0.05362296271680761
Q2(3,-2)     -0.05357086500245806
Q2(3,-1)     0.06135355515773683
Q2(3,0)     0.03929579321755647
Q2(3,1)     0.07138329011637097
Q2(3,2)     0.05894147730433735
Q2(3,3)     -0.02003013089206096
Q3(3,-3)     -0.06983714598469726
Q3(3,-2)     0.03560965908675126
Q3(3,-1)     0.16232810300655615
Q3(3,0)     0.2607136090724518
Q3(3,1)     0.006160014703942687
Q3(3,2)     0.09566124284448524
Q3(3,3)     -0.021625480950245343
Q1(4,-4)     -0.010988552348712932
Q1(4,-3)     0.009345507348946392
Q1(4,-2)     0.04313117238418891
Q1(4,-1)     -0.14252051240814903
Q1(4,0)     -0.42561787794022077
Q1(4,1)     0.05947011409399078
Q1(4,2)     0.08896960512755055
Q1(4,3)     0.17010805425069694
Q1(4,4)     -0.18303386651064507
Q2(4,-4)     -0.009873919175326137
Q2(4,-3)     0.00507093317275395
Q2(4,-2)     -0.10219293397715408
Q2(4,-1)     0.0949861719394913
Q2(4,0)     0.039346154536387706
Q2(4,1)     0.07613653091863058
Q2(4,2)     0.10839567591771351
Q2(4,3)     -0.041080227115999804
Q2(4,4)     -0.04311252234237034
Q3(4,-4)     0.03798864180651194
Q3(4,-3)     0.07938764995162911
Q3(4,-2)     -0.013886513461556078
Q3(4,-1)     0.3773623365422412
Q3(4,0)     0.04171441176805095
Q3(4,1)     -0.00041583067888503744
Q3(4,2)     -0.06214756283179385
Q3(4,3)     -0.0016154001502175497
Q3(4,4)     0.08516687006150253
Q1(5,-5)     -0.030386375074405395
Q1(5,-4)     0.02003201201163784
Q1(5,-3)     -0.28336968750360086
Q1(5,-2)     0.19252697660257626
Q1(5,-1)     -0.12964346589060857
Q1(5,0)     0.23550821171841413
Q1(5,1)     -0.112340516964288
Q1(5,2)     -0.17952155870030492
Q1(5,3)     -0.22996659157282245
Q1(5,4)     0.20960096312604018
Q1(5,5)     -0.01108966238030816
Q2(5,-5)     0.053042205077388646
Q2(5,-4)     0.002918232841634845
Q2(5,-3)     -0.05920301453204617
Q2(5,-2)     -0.07396402352719261
Q2(5,-1)     0.04865792764188439
Q2(5,0)     0.05726525822248643
Q2(5,1)     0.021296904056290568
Q2(5,2)     0.13631574263115792
Q2(5,3)     -0.07417679324090236
Q2(5,4)     0.0649147335666741
Q2(5,5)     -0.039119715567437666
Q3(5,-5)     0.07449638892247486
Q3(5,-4)     0.024560066639601877
Q3(5,-3)     -0.006589327090603739
Q3(5,-2)     -0.01007316390205653
Q3(5,-1)     0.08106434639462003
Q3(5,0)     -0.13006753065931198
Q3(5,1)     0.005247889135056607
Q3(5,2)     -0.18197296683563643
Q3(5,3)     0.03553564854987228
Q3(5,4)     -0.00943282885872846
Q3(5,5)     -0.060479479998020766
